domainID,siteID,namedLocation,collectDate,analyte,analyteConcentration,analyteUnits,sampleCondition,collectDateDate,timediff,spectra
D08,BLWA,BLWA.AOS.buoy.c0,2017-05-16T12:38:00Z,Fe,0.0111,milligramsPerLiter,GOOD,2017-05-16,1,BLWA-buoy-20170515_165759
D08,BLWA,BLWA.AOS.buoy.c0,2017-05-16T12:38:00Z,UV Absorbance (254 nm),0.0937,NA,GOOD,2017-05-16,1,BLWA-buoy-20170515_165759
D08,BLWA,BLWA.AOS.buoy.c0,2017-05-16T12:38:00Z,UV Absorbance (280 nm),0.0627,NA,GOOD,2017-05-16,1,BLWA-buoy-20170515_165759
D08,BLWA,BLWA.AOS.buoy.c0,2017-05-16T12:38:00Z,TSS,24,milligramsPerLiter,GOOD,2017-05-16,0,BLWA-buoy-20170516_203433
D08,BLWA,BLWA.AOS.buoy.c0,2017-05-16T12:38:00Z,TDS,105.28,milligramsPerLiter,GOOD,2017-05-16,0,BLWA-buoy-20170516_203433
D08,BLWA,BLWA.AOS.buoy.c0,2017-05-16T12:38:00Z,DOC,3.135,milligramsPerLiter,GOOD,2017-05-16,0,BLWA-buoy-20170516_203433
D08,BLWA,BLWA.AOS.buoy.c0,2017-05-16T12:38:00Z,TOC,3.193,milligramsPerLiter,GOOD,2017-05-16,0,BLWA-buoy-20170516_203433
D08,BLWA,BLWA.AOS.buoy.c0,2017-05-16T12:38:00Z,Fe,0.0111,milligramsPerLiter,GOOD,2017-05-16,0,BLWA-buoy-20170516_203433
D08,BLWA,BLWA.AOS.buoy.c0,2017-05-16T12:38:00Z,UV Absorbance (254 nm),0.0937,NA,GOOD,2017-05-16,0,BLWA-buoy-20170516_203433
D08,BLWA,BLWA.AOS.buoy.c0,2017-05-16T12:38:00Z,UV Absorbance (280 nm),0.0627,NA,GOOD,2017-05-16,0,BLWA-buoy-20170516_203433
D08,BLWA,BLWA.AOS.buoy.c0,2017-05-23T13:30:00Z,TSS,48,milligramsPerLiter,GOOD,2017-05-23,-3,BLWA-buoy-20170526_170443
D08,BLWA,BLWA.AOS.buoy.c0,2017-05-23T13:30:00Z,TDS,127.4,milligramsPerLiter,GOOD,2017-05-23,-3,BLWA-buoy-20170526_170443
D08,BLWA,BLWA.AOS.buoy.c0,2017-05-23T13:30:00Z,DOC,2.733,milligramsPerLiter,GOOD,2017-05-23,-3,BLWA-buoy-20170526_170443
D08,BLWA,BLWA.AOS.buoy.c0,2017-05-23T13:30:00Z,TOC,2.752,milligramsPerLiter,GOOD,2017-05-23,-3,BLWA-buoy-20170526_170443
D08,BLWA,BLWA.AOS.buoy.c0,2017-05-23T13:30:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-05-23,-3,BLWA-buoy-20170526_170443
D08,BLWA,BLWA.AOS.buoy.c0,2017-05-23T13:30:00Z,UV Absorbance (254 nm),0.0789,NA,GOOD,2017-05-23,-3,BLWA-buoy-20170526_170443
D08,BLWA,BLWA.AOS.buoy.c0,2017-05-23T13:30:00Z,UV Absorbance (280 nm),0.0546,NA,GOOD,2017-05-23,-3,BLWA-buoy-20170526_170443
D08,BLWA,BLWA.AOS.buoy.c0,2018-05-02T15:30:00Z,TSS,14,milligramsPerLiter,GOOD,2018-05-02,2,BLWA-buoy-20180430_155951
D08,BLWA,BLWA.AOS.buoy.c0,2018-05-02T15:30:00Z,TDS,102.35,milligramsPerLiter,GOOD,2018-05-02,2,BLWA-buoy-20180430_155951
D08,BLWA,BLWA.AOS.buoy.c0,2018-05-02T15:30:00Z,DOC,3.278,milligramsPerLiter,GOOD,2018-05-02,2,BLWA-buoy-20180430_155951
D08,BLWA,BLWA.AOS.buoy.c0,2018-05-02T15:30:00Z,TOC,3.294,milligramsPerLiter,GOOD,2018-05-02,2,BLWA-buoy-20180430_155951
D08,BLWA,BLWA.AOS.buoy.c0,2018-05-02T15:30:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2018-05-02,2,BLWA-buoy-20180430_155951
D08,BLWA,BLWA.AOS.buoy.c0,2018-05-02T15:30:00Z,UV Absorbance (254 nm),0.0947,NA,GOOD,2018-05-02,2,BLWA-buoy-20180430_155951
D08,BLWA,BLWA.AOS.buoy.c0,2018-05-02T15:30:00Z,UV Absorbance (280 nm),0.0602,NA,GOOD,2018-05-02,2,BLWA-buoy-20180430_155951
D08,BLWA,BLWA.AOS.buoy.c0,2019-05-02T15:18:00Z,TSS,6,milligramsPerLiter,GOOD,2019-05-02,3,BLWA-buoy-20190429_151153
D08,BLWA,BLWA.AOS.buoy.c0,2019-05-02T15:18:00Z,TDS,118.62,milligramsPerLiter,GOOD,2019-05-02,3,BLWA-buoy-20190429_151153
D08,BLWA,BLWA.AOS.buoy.c0,2019-05-02T15:18:00Z,DOC,3.301,milligramsPerLiter,GOOD,2019-05-02,3,BLWA-buoy-20190429_151153
D08,BLWA,BLWA.AOS.buoy.c0,2019-05-02T15:18:00Z,TOC,3.648,milligramsPerLiter,GOOD,2019-05-02,3,BLWA-buoy-20190429_151153
D08,BLWA,BLWA.AOS.buoy.c0,2019-05-02T15:18:00Z,Fe,0.0071,milligramsPerLiter,GOOD,2019-05-02,3,BLWA-buoy-20190429_151153
D08,BLWA,BLWA.AOS.buoy.c0,2019-05-02T15:18:00Z,UV Absorbance (254 nm),0.0964,NA,GOOD,2019-05-02,3,BLWA-buoy-20190429_151153
D08,BLWA,BLWA.AOS.buoy.c0,2019-05-02T15:18:00Z,UV Absorbance (280 nm),0.0653,NA,GOOD,2019-05-02,3,BLWA-buoy-20190429_151153
D08,BLWA,BLWA.AOS.buoy.c0,2019-05-02T15:18:00Z,TSS,6,milligramsPerLiter,GOOD,2019-05-02,3,BLWA-buoy-20190429_151835
D08,BLWA,BLWA.AOS.buoy.c0,2019-05-02T15:18:00Z,TDS,118.62,milligramsPerLiter,GOOD,2019-05-02,3,BLWA-buoy-20190429_151835
D08,BLWA,BLWA.AOS.buoy.c0,2019-05-02T15:18:00Z,DOC,3.301,milligramsPerLiter,GOOD,2019-05-02,3,BLWA-buoy-20190429_151835
D08,BLWA,BLWA.AOS.buoy.c0,2019-05-02T15:18:00Z,TOC,3.648,milligramsPerLiter,GOOD,2019-05-02,3,BLWA-buoy-20190429_151835
D08,BLWA,BLWA.AOS.buoy.c0,2019-05-02T15:18:00Z,Fe,0.0071,milligramsPerLiter,GOOD,2019-05-02,3,BLWA-buoy-20190429_151835
D08,BLWA,BLWA.AOS.buoy.c0,2019-05-02T15:18:00Z,UV Absorbance (254 nm),0.0964,NA,GOOD,2019-05-02,3,BLWA-buoy-20190429_151835
D08,BLWA,BLWA.AOS.buoy.c0,2019-05-02T15:18:00Z,UV Absorbance (280 nm),0.0653,NA,GOOD,2019-05-02,3,BLWA-buoy-20190429_151835
D05,CRAM,CRAM.AOS.outlet,2016-10-18T14:15:00Z,TSS,4.1,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-outl-20160902_173948
D05,CRAM,CRAM.AOS.outlet,2016-10-18T14:15:00Z,TDS,36.3,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-outl-20160902_173948
D05,CRAM,CRAM.AOS.outlet,2016-10-18T14:15:00Z,DOC,4.113,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-outl-20160902_173948
D05,CRAM,CRAM.AOS.outlet,2016-10-18T14:15:00Z,TOC,4.297,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-outl-20160902_173948
D05,CRAM,CRAM.AOS.outlet,2016-10-18T14:15:00Z,Fe,0.016,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-outl-20160902_173948
D05,CRAM,CRAM.AOS.outlet,2016-10-18T14:15:00Z,UV Absorbance (254 nm),0.1039,NA,GOOD,2016-10-18,46,CRAM-outl-20160902_173948
D05,CRAM,CRAM.AOS.outlet,2016-10-18T14:15:00Z,UV Absorbance (280 nm),0.0704,NA,GOOD,2016-10-18,46,CRAM-outl-20160902_173948
D05,CRAM,CRAM.AOS.inlet,2016-10-18T14:35:00Z,TSS,4.2,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-inle-20160902_173948
D05,CRAM,CRAM.AOS.inlet,2016-10-18T14:35:00Z,TDS,29.4,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-inle-20160902_173948
D05,CRAM,CRAM.AOS.inlet,2016-10-18T14:35:00Z,DOC,4.31,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-inle-20160902_173948
D05,CRAM,CRAM.AOS.inlet,2016-10-18T14:35:00Z,TOC,4.407,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-inle-20160902_173948
D05,CRAM,CRAM.AOS.inlet,2016-10-18T14:35:00Z,Fe,0.04,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-inle-20160902_173948
D05,CRAM,CRAM.AOS.inlet,2016-10-18T14:35:00Z,UV Absorbance (254 nm),0.1066,NA,GOOD,2016-10-18,46,CRAM-inle-20160902_173948
D05,CRAM,CRAM.AOS.inlet,2016-10-18T14:35:00Z,UV Absorbance (280 nm),0.0714,NA,GOOD,2016-10-18,46,CRAM-inle-20160902_173948
D05,CRAM,CRAM.AOS.buoy.c1,2016-10-18T15:20:00Z,TSS,0.005,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-buoy-20160902_173948
D05,CRAM,CRAM.AOS.buoy.c1,2016-10-18T15:20:00Z,TDS,35.7,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-buoy-20160902_173948
D05,CRAM,CRAM.AOS.buoy.c1,2016-10-18T15:20:00Z,DOC,4.203,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-buoy-20160902_173948
D05,CRAM,CRAM.AOS.buoy.c1,2016-10-18T15:20:00Z,TOC,4.386,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-buoy-20160902_173948
D05,CRAM,CRAM.AOS.buoy.c1,2016-10-18T15:20:00Z,Fe,0.018,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-buoy-20160902_173948
D05,CRAM,CRAM.AOS.buoy.c1,2016-10-18T15:20:00Z,UV Absorbance (254 nm),0.1042,NA,GOOD,2016-10-18,46,CRAM-buoy-20160902_173948
D05,CRAM,CRAM.AOS.buoy.c1,2016-10-18T15:20:00Z,UV Absorbance (280 nm),0.0709,NA,GOOD,2016-10-18,46,CRAM-buoy-20160902_173948
D05,CRAM,CRAM.AOS.outlet,2016-10-18T14:15:00Z,TSS,4.1,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-outl-20160902_174607
D05,CRAM,CRAM.AOS.outlet,2016-10-18T14:15:00Z,TDS,36.3,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-outl-20160902_174607
D05,CRAM,CRAM.AOS.outlet,2016-10-18T14:15:00Z,DOC,4.113,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-outl-20160902_174607
D05,CRAM,CRAM.AOS.outlet,2016-10-18T14:15:00Z,TOC,4.297,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-outl-20160902_174607
D05,CRAM,CRAM.AOS.outlet,2016-10-18T14:15:00Z,Fe,0.016,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-outl-20160902_174607
D05,CRAM,CRAM.AOS.outlet,2016-10-18T14:15:00Z,UV Absorbance (254 nm),0.1039,NA,GOOD,2016-10-18,46,CRAM-outl-20160902_174607
D05,CRAM,CRAM.AOS.outlet,2016-10-18T14:15:00Z,UV Absorbance (280 nm),0.0704,NA,GOOD,2016-10-18,46,CRAM-outl-20160902_174607
D05,CRAM,CRAM.AOS.inlet,2016-10-18T14:35:00Z,TSS,4.2,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-inle-20160902_174607
D05,CRAM,CRAM.AOS.inlet,2016-10-18T14:35:00Z,TDS,29.4,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-inle-20160902_174607
D05,CRAM,CRAM.AOS.inlet,2016-10-18T14:35:00Z,DOC,4.31,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-inle-20160902_174607
D05,CRAM,CRAM.AOS.inlet,2016-10-18T14:35:00Z,TOC,4.407,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-inle-20160902_174607
D05,CRAM,CRAM.AOS.inlet,2016-10-18T14:35:00Z,Fe,0.04,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-inle-20160902_174607
D05,CRAM,CRAM.AOS.inlet,2016-10-18T14:35:00Z,UV Absorbance (254 nm),0.1066,NA,GOOD,2016-10-18,46,CRAM-inle-20160902_174607
D05,CRAM,CRAM.AOS.inlet,2016-10-18T14:35:00Z,UV Absorbance (280 nm),0.0714,NA,GOOD,2016-10-18,46,CRAM-inle-20160902_174607
D05,CRAM,CRAM.AOS.buoy.c1,2016-10-18T15:20:00Z,TSS,0.005,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-buoy-20160902_174607
D05,CRAM,CRAM.AOS.buoy.c1,2016-10-18T15:20:00Z,TDS,35.7,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-buoy-20160902_174607
D05,CRAM,CRAM.AOS.buoy.c1,2016-10-18T15:20:00Z,DOC,4.203,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-buoy-20160902_174607
D05,CRAM,CRAM.AOS.buoy.c1,2016-10-18T15:20:00Z,TOC,4.386,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-buoy-20160902_174607
D05,CRAM,CRAM.AOS.buoy.c1,2016-10-18T15:20:00Z,Fe,0.018,milligramsPerLiter,GOOD,2016-10-18,46,CRAM-buoy-20160902_174607
D05,CRAM,CRAM.AOS.buoy.c1,2016-10-18T15:20:00Z,UV Absorbance (254 nm),0.1042,NA,GOOD,2016-10-18,46,CRAM-buoy-20160902_174607
D05,CRAM,CRAM.AOS.buoy.c1,2016-10-18T15:20:00Z,UV Absorbance (280 nm),0.0709,NA,GOOD,2016-10-18,46,CRAM-buoy-20160902_174607
D05,CRAM,CRAM.AOS.outlet,2017-08-29T14:25:00Z,TSS,0,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-outl-20170912_174910
D05,CRAM,CRAM.AOS.outlet,2017-08-29T14:25:00Z,TDS,9.6,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-outl-20170912_174910
D05,CRAM,CRAM.AOS.outlet,2017-08-29T14:25:00Z,DOC,4.442,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-outl-20170912_174910
D05,CRAM,CRAM.AOS.outlet,2017-08-29T14:25:00Z,TOC,4.894,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-outl-20170912_174910
D05,CRAM,CRAM.AOS.outlet,2017-08-29T14:25:00Z,Fe,0.0108,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-outl-20170912_174910
D05,CRAM,CRAM.AOS.outlet,2017-08-29T14:25:00Z,UV Absorbance (254 nm),0.1044,NA,GOOD,2017-08-29,-14,CRAM-outl-20170912_174910
D05,CRAM,CRAM.AOS.outlet,2017-08-29T14:25:00Z,UV Absorbance (280 nm),0.0672,NA,GOOD,2017-08-29,-14,CRAM-outl-20170912_174910
D05,CRAM,CRAM.AOS.inlet,2017-08-29T14:42:00Z,TSS,0,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-inle-20170912_174910
D05,CRAM,CRAM.AOS.inlet,2017-08-29T14:42:00Z,TDS,9.3,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-inle-20170912_174910
D05,CRAM,CRAM.AOS.inlet,2017-08-29T14:42:00Z,DOC,4.416,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-inle-20170912_174910
D05,CRAM,CRAM.AOS.inlet,2017-08-29T14:42:00Z,TOC,5.031,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-inle-20170912_174910
D05,CRAM,CRAM.AOS.inlet,2017-08-29T14:42:00Z,Fe,0.0059,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-inle-20170912_174910
D05,CRAM,CRAM.AOS.inlet,2017-08-29T14:42:00Z,UV Absorbance (254 nm),0.1136,NA,GOOD,2017-08-29,-14,CRAM-inle-20170912_174910
D05,CRAM,CRAM.AOS.inlet,2017-08-29T14:42:00Z,UV Absorbance (280 nm),0.0751,NA,GOOD,2017-08-29,-14,CRAM-inle-20170912_174910
D05,CRAM,CRAM.AOS.buoy.c1,2017-08-29T15:25:00Z,TSS,2,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-buoy-20170912_174910
D05,CRAM,CRAM.AOS.buoy.c1,2017-08-29T15:25:00Z,TDS,9.4,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-buoy-20170912_174910
D05,CRAM,CRAM.AOS.buoy.c1,2017-08-29T15:25:00Z,DOC,4.588,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-buoy-20170912_174910
D05,CRAM,CRAM.AOS.buoy.c1,2017-08-29T15:25:00Z,TOC,5.1,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-buoy-20170912_174910
D05,CRAM,CRAM.AOS.buoy.c1,2017-08-29T15:25:00Z,Fe,0.007,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-buoy-20170912_174910
D05,CRAM,CRAM.AOS.buoy.c1,2017-08-29T15:25:00Z,UV Absorbance (254 nm),0.1108,NA,GOOD,2017-08-29,-14,CRAM-buoy-20170912_174910
D05,CRAM,CRAM.AOS.buoy.c1,2017-08-29T15:25:00Z,UV Absorbance (280 nm),0.0743,NA,GOOD,2017-08-29,-14,CRAM-buoy-20170912_174910
D05,CRAM,CRAM.AOS.inlet,2017-08-29T14:42:00Z,TSS,0,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-inle-20170912_175640
D05,CRAM,CRAM.AOS.inlet,2017-08-29T14:42:00Z,TDS,9.3,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-inle-20170912_175640
D05,CRAM,CRAM.AOS.inlet,2017-08-29T14:42:00Z,DOC,4.416,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-inle-20170912_175640
D05,CRAM,CRAM.AOS.inlet,2017-08-29T14:42:00Z,TOC,5.031,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-inle-20170912_175640
D05,CRAM,CRAM.AOS.inlet,2017-08-29T14:42:00Z,Fe,0.0059,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-inle-20170912_175640
D05,CRAM,CRAM.AOS.inlet,2017-08-29T14:42:00Z,UV Absorbance (254 nm),0.1136,NA,GOOD,2017-08-29,-14,CRAM-inle-20170912_175640
D05,CRAM,CRAM.AOS.inlet,2017-08-29T14:42:00Z,UV Absorbance (280 nm),0.0751,NA,GOOD,2017-08-29,-14,CRAM-inle-20170912_175640
D05,CRAM,CRAM.AOS.buoy.c1,2017-08-29T15:25:00Z,TSS,2,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-buoy-20170912_175640
D05,CRAM,CRAM.AOS.buoy.c1,2017-08-29T15:25:00Z,TDS,9.4,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-buoy-20170912_175640
D05,CRAM,CRAM.AOS.buoy.c1,2017-08-29T15:25:00Z,DOC,4.588,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-buoy-20170912_175640
D05,CRAM,CRAM.AOS.buoy.c1,2017-08-29T15:25:00Z,TOC,5.1,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-buoy-20170912_175640
D05,CRAM,CRAM.AOS.buoy.c1,2017-08-29T15:25:00Z,Fe,0.007,milligramsPerLiter,GOOD,2017-08-29,-14,CRAM-buoy-20170912_175640
D05,CRAM,CRAM.AOS.buoy.c1,2017-08-29T15:25:00Z,UV Absorbance (254 nm),0.1108,NA,GOOD,2017-08-29,-14,CRAM-buoy-20170912_175640
D05,CRAM,CRAM.AOS.buoy.c1,2017-08-29T15:25:00Z,UV Absorbance (280 nm),0.0743,NA,GOOD,2017-08-29,-14,CRAM-buoy-20170912_175640
D05,CRAM,CRAM.AOS.inlet,2017-11-07T16:28:00Z,TSS,2,milligramsPerLiter,GOOD,2017-11-07,-578,CRAM-inle-20190608_153245
D05,CRAM,CRAM.AOS.inlet,2017-11-07T16:28:00Z,TDS,20.1,milligramsPerLiter,GOOD,2017-11-07,-578,CRAM-inle-20190608_153245
D05,CRAM,CRAM.AOS.inlet,2017-11-07T16:28:00Z,DOC,4.359,milligramsPerLiter,GOOD,2017-11-07,-578,CRAM-inle-20190608_153245
D05,CRAM,CRAM.AOS.inlet,2017-11-07T16:28:00Z,TOC,4.533,milligramsPerLiter,GOOD,2017-11-07,-578,CRAM-inle-20190608_153245
D05,CRAM,CRAM.AOS.inlet,2017-11-07T16:28:00Z,Fe,0.009,milligramsPerLiter,GOOD,2017-11-07,-578,CRAM-inle-20190608_153245
D05,CRAM,CRAM.AOS.inlet,2017-11-07T16:28:00Z,UV Absorbance (254 nm),0.104,NA,GOOD,2017-11-07,-578,CRAM-inle-20190608_153245
D05,CRAM,CRAM.AOS.inlet,2017-11-07T16:28:00Z,UV Absorbance (280 nm),0.0668,NA,GOOD,2017-11-07,-578,CRAM-inle-20190608_153245
D05,CRAM,CRAM.AOS.buoy.c1,2019-06-04T17:20:00Z,TSS,2,milligramsPerLiter,GOOD,2019-06-04,-4,CRAM-buoy-20190608_153245
D05,CRAM,CRAM.AOS.buoy.c1,2019-06-04T17:20:00Z,TDS,6.85,milligramsPerLiter,GOOD,2019-06-04,-4,CRAM-buoy-20190608_153245
D05,CRAM,CRAM.AOS.buoy.c1,2019-06-04T17:20:00Z,DOC,4.664,milligramsPerLiter,GOOD,2019-06-04,-4,CRAM-buoy-20190608_153245
D05,CRAM,CRAM.AOS.buoy.c1,2019-06-04T17:20:00Z,TOC,4.984,milligramsPerLiter,GOOD,2019-06-04,-4,CRAM-buoy-20190608_153245
D05,CRAM,CRAM.AOS.buoy.c1,2019-06-04T17:20:00Z,Fe,0.0026,milligramsPerLiter,GOOD,2019-06-04,-4,CRAM-buoy-20190608_153245
D05,CRAM,CRAM.AOS.buoy.c1,2019-06-04T17:20:00Z,UV Absorbance (254 nm),0.144,NA,GOOD,2019-06-04,-4,CRAM-buoy-20190608_153245
D05,CRAM,CRAM.AOS.buoy.c1,2019-06-04T17:20:00Z,UV Absorbance (280 nm),0.1001,NA,GOOD,2019-06-04,-4,CRAM-buoy-20190608_153245
D05,CRAM,CRAM.AOS.outlet,2017-11-07T16:10:00Z,TSS,0,milligramsPerLiter,GOOD,2017-11-07,-1008,CRAM-outl-20200811_171525
D05,CRAM,CRAM.AOS.outlet,2017-11-07T16:10:00Z,TDS,20.9,milligramsPerLiter,GOOD,2017-11-07,-1008,CRAM-outl-20200811_171525
D05,CRAM,CRAM.AOS.outlet,2017-11-07T16:10:00Z,DOC,4.313,milligramsPerLiter,GOOD,2017-11-07,-1008,CRAM-outl-20200811_171525
D05,CRAM,CRAM.AOS.outlet,2017-11-07T16:10:00Z,TOC,4.489,milligramsPerLiter,GOOD,2017-11-07,-1008,CRAM-outl-20200811_171525
D05,CRAM,CRAM.AOS.outlet,2017-11-07T16:10:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-07,-1008,CRAM-outl-20200811_171525
D05,CRAM,CRAM.AOS.outlet,2017-11-07T16:10:00Z,UV Absorbance (254 nm),0.1015,NA,GOOD,2017-11-07,-1008,CRAM-outl-20200811_171525
D05,CRAM,CRAM.AOS.outlet,2017-11-07T16:10:00Z,UV Absorbance (280 nm),0.0651,NA,GOOD,2017-11-07,-1008,CRAM-outl-20200811_171525
D05,CRAM,CRAM.AOS.inlet,2017-11-07T16:28:00Z,TSS,2,milligramsPerLiter,GOOD,2017-11-07,-1008,CRAM-inle-20200811_171525
D05,CRAM,CRAM.AOS.inlet,2017-11-07T16:28:00Z,TDS,20.1,milligramsPerLiter,GOOD,2017-11-07,-1008,CRAM-inle-20200811_171525
D05,CRAM,CRAM.AOS.inlet,2017-11-07T16:28:00Z,DOC,4.359,milligramsPerLiter,GOOD,2017-11-07,-1008,CRAM-inle-20200811_171525
D05,CRAM,CRAM.AOS.inlet,2017-11-07T16:28:00Z,TOC,4.533,milligramsPerLiter,GOOD,2017-11-07,-1008,CRAM-inle-20200811_171525
D05,CRAM,CRAM.AOS.inlet,2017-11-07T16:28:00Z,Fe,0.009,milligramsPerLiter,GOOD,2017-11-07,-1008,CRAM-inle-20200811_171525
D05,CRAM,CRAM.AOS.inlet,2017-11-07T16:28:00Z,UV Absorbance (254 nm),0.104,NA,GOOD,2017-11-07,-1008,CRAM-inle-20200811_171525
D05,CRAM,CRAM.AOS.inlet,2017-11-07T16:28:00Z,UV Absorbance (280 nm),0.0668,NA,GOOD,2017-11-07,-1008,CRAM-inle-20200811_171525
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,TSS,6,milligramsPerLiter,GOOD,2017-09-14,-3,FLNT-buoy-20170917_144900
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,TDS,111.9,milligramsPerLiter,GOOD,2017-09-14,-3,FLNT-buoy-20170917_144900
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,DOC,3.037,milligramsPerLiter,GOOD,2017-09-14,-3,FLNT-buoy-20170917_144900
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,TOC,2.848,milligramsPerLiter,GOOD,2017-09-14,-3,FLNT-buoy-20170917_144900
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,Fe,0.0308,milligramsPerLiter,GOOD,2017-09-14,-3,FLNT-buoy-20170917_144900
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,UV Absorbance (254 nm),0.0995,NA,GOOD,2017-09-14,-3,FLNT-buoy-20170917_144900
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,UV Absorbance (280 nm),0.0668,NA,GOOD,2017-09-14,-3,FLNT-buoy-20170917_144900
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,TSS,6,milligramsPerLiter,GOOD,2017-09-14,-3,FLNT-buoy-20170917_174613
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,TDS,111.9,milligramsPerLiter,GOOD,2017-09-14,-3,FLNT-buoy-20170917_174613
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,DOC,3.037,milligramsPerLiter,GOOD,2017-09-14,-3,FLNT-buoy-20170917_174613
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,TOC,2.848,milligramsPerLiter,GOOD,2017-09-14,-3,FLNT-buoy-20170917_174613
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,Fe,0.0308,milligramsPerLiter,GOOD,2017-09-14,-3,FLNT-buoy-20170917_174613
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,UV Absorbance (254 nm),0.0995,NA,GOOD,2017-09-14,-3,FLNT-buoy-20170917_174613
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,UV Absorbance (280 nm),0.0668,NA,GOOD,2017-09-14,-3,FLNT-buoy-20170917_174613
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,TSS,6,milligramsPerLiter,GOOD,2017-09-14,-4,FLNT-buoy-20170918_165616
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,TDS,111.9,milligramsPerLiter,GOOD,2017-09-14,-4,FLNT-buoy-20170918_165616
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,DOC,3.037,milligramsPerLiter,GOOD,2017-09-14,-4,FLNT-buoy-20170918_165616
