domainID,siteID,namedLocation,collectDate,analyte,analyteConcentration,analyteUnits,sampleCondition,collectDateDate,timediff,spectra
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,TOC,2.848,milligramsPerLiter,GOOD,2017-09-14,-4,FLNT-buoy-20170918_165616
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,Fe,0.0308,milligramsPerLiter,GOOD,2017-09-14,-4,FLNT-buoy-20170918_165616
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,UV Absorbance (254 nm),0.0995,NA,GOOD,2017-09-14,-4,FLNT-buoy-20170918_165616
D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59:00Z,UV Absorbance (280 nm),0.0668,NA,GOOD,2017-09-14,-4,FLNT-buoy-20170918_165616
D03,FLNT,FLNT.AOS.buoy.c0,2018-09-19T13:34:00Z,TSS,0,milligramsPerLiter,GOOD,2018-09-19,3,FLNT-buoy-20180916_155910
D03,FLNT,FLNT.AOS.buoy.c0,2018-09-19T13:34:00Z,TDS,142.69,milligramsPerLiter,GOOD,2018-09-19,3,FLNT-buoy-20180916_155910
D03,FLNT,FLNT.AOS.buoy.c0,2018-09-19T13:34:00Z,DOC,2.944,milligramsPerLiter,GOOD,2018-09-19,3,FLNT-buoy-20180916_155910
D03,FLNT,FLNT.AOS.buoy.c0,2018-09-19T13:34:00Z,TOC,2.449,milligramsPerLiter,GOOD,2018-09-19,3,FLNT-buoy-20180916_155910
D03,FLNT,FLNT.AOS.buoy.c0,2018-09-19T13:34:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2018-09-19,3,FLNT-buoy-20180916_155910
D03,FLNT,FLNT.AOS.buoy.c0,2018-09-19T13:34:00Z,UV Absorbance (254 nm),0.0751,NA,GOOD,2018-09-19,3,FLNT-buoy-20180916_155910
D03,FLNT,FLNT.AOS.buoy.c0,2018-09-19T13:34:00Z,UV Absorbance (280 nm),0.0486,NA,GOOD,2018-09-19,3,FLNT-buoy-20180916_155910
D03,FLNT,FLNT.AOS.buoy.c0,2018-09-19T13:34:00Z,TSS,0,milligramsPerLiter,GOOD,2018-09-19,0,FLNT-buoy-20180919_153133
D03,FLNT,FLNT.AOS.buoy.c0,2018-09-19T13:34:00Z,TDS,142.69,milligramsPerLiter,GOOD,2018-09-19,0,FLNT-buoy-20180919_153133
D03,FLNT,FLNT.AOS.buoy.c0,2018-09-19T13:34:00Z,DOC,2.944,milligramsPerLiter,GOOD,2018-09-19,0,FLNT-buoy-20180919_153133
D03,FLNT,FLNT.AOS.buoy.c0,2018-09-19T13:34:00Z,TOC,2.449,milligramsPerLiter,GOOD,2018-09-19,0,FLNT-buoy-20180919_153133
D03,FLNT,FLNT.AOS.buoy.c0,2018-09-19T13:34:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2018-09-19,0,FLNT-buoy-20180919_153133
D03,FLNT,FLNT.AOS.buoy.c0,2018-09-19T13:34:00Z,UV Absorbance (254 nm),0.0751,NA,GOOD,2018-09-19,0,FLNT-buoy-20180919_153133
D03,FLNT,FLNT.AOS.buoy.c0,2018-09-19T13:34:00Z,UV Absorbance (280 nm),0.0486,NA,GOOD,2018-09-19,0,FLNT-buoy-20180919_153133
D03,FLNT,FLNT.AOS.buoy.c0,2019-08-13T15:26:00Z,TSS,4,milligramsPerLiter,OK,2019-08-13,-17,FLNT-buoy-20190830_182242
D03,FLNT,FLNT.AOS.buoy.c0,2019-08-13T15:26:00Z,TDS,114.7,milligramsPerLiter,OK,2019-08-13,-17,FLNT-buoy-20190830_182242
D03,FLNT,FLNT.AOS.buoy.c0,2019-08-13T15:26:00Z,DOC,2.312,milligramsPerLiter,OK,2019-08-13,-17,FLNT-buoy-20190830_182242
D03,FLNT,FLNT.AOS.buoy.c0,2019-08-13T15:26:00Z,TOC,2.506,milligramsPerLiter,OK,2019-08-13,-17,FLNT-buoy-20190830_182242
D03,FLNT,FLNT.AOS.buoy.c0,2019-08-13T15:26:00Z,Fe,0.013,milligramsPerLiter,OK,2019-08-13,-17,FLNT-buoy-20190830_182242
D03,FLNT,FLNT.AOS.buoy.c0,2019-08-13T15:26:00Z,UV Absorbance (254 nm),0.0627,NA,OK,2019-08-13,-17,FLNT-buoy-20190830_182242
D03,FLNT,FLNT.AOS.buoy.c0,2019-08-13T15:26:00Z,UV Absorbance (280 nm),0.0432,NA,OK,2019-08-13,-17,FLNT-buoy-20190830_182242
D03,FLNT,FLNT.AOS.buoy.c0,2019-09-17T15:07:00Z,TSS,8,milligramsPerLiter,Cold Chain Broken,2019-09-17,11,FLNT-buoy-20190906_144357
D03,FLNT,FLNT.AOS.buoy.c0,2019-09-17T15:07:00Z,TDS,123.85,milligramsPerLiter,Cold Chain Broken,2019-09-17,11,FLNT-buoy-20190906_144357
D03,FLNT,FLNT.AOS.buoy.c0,2019-09-17T15:07:00Z,DOC,2.512,milligramsPerLiter,OK,2019-09-17,11,FLNT-buoy-20190906_144357
D03,FLNT,FLNT.AOS.buoy.c0,2019-09-17T15:07:00Z,TOC,2.617,milligramsPerLiter,Cold Chain Broken,2019-09-17,11,FLNT-buoy-20190906_144357
D03,FLNT,FLNT.AOS.buoy.c0,2019-09-17T15:07:00Z,Fe,5e-4,milligramsPerLiter,Cold Chain Broken,2019-09-17,11,FLNT-buoy-20190906_144357
D03,FLNT,FLNT.AOS.buoy.c0,2019-09-17T15:07:00Z,UV Absorbance (254 nm),0.0544,NA,Cold Chain Broken,2019-09-17,11,FLNT-buoy-20190906_144357
D03,FLNT,FLNT.AOS.buoy.c0,2019-09-17T15:07:00Z,UV Absorbance (280 nm),0.0359,NA,OK,2019-09-17,11,FLNT-buoy-20190906_144357
D05,LIRO,LIRO.AOS.outlet,2017-08-28T15:34:00Z,TSS,0,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-outl-20170911_195715
D05,LIRO,LIRO.AOS.outlet,2017-08-28T15:34:00Z,TDS,8.4,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-outl-20170911_195715
D05,LIRO,LIRO.AOS.outlet,2017-08-28T15:34:00Z,DOC,4.447,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-outl-20170911_195715
D05,LIRO,LIRO.AOS.outlet,2017-08-28T15:34:00Z,TOC,4.751,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-outl-20170911_195715
D05,LIRO,LIRO.AOS.outlet,2017-08-28T15:34:00Z,Fe,0.0325,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-outl-20170911_195715
D05,LIRO,LIRO.AOS.outlet,2017-08-28T15:34:00Z,UV Absorbance (254 nm),0.1091,NA,GOOD,2017-08-28,-14,LIRO-outl-20170911_195715
D05,LIRO,LIRO.AOS.outlet,2017-08-28T15:34:00Z,UV Absorbance (280 nm),0.074,NA,GOOD,2017-08-28,-14,LIRO-outl-20170911_195715
D05,LIRO,LIRO.AOS.buoy.c1,2017-08-28T15:12:00Z,TSS,0,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-buoy-20170911_195715
D05,LIRO,LIRO.AOS.buoy.c1,2017-08-28T15:12:00Z,TDS,9.01,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-buoy-20170911_195715
D05,LIRO,LIRO.AOS.buoy.c1,2017-08-28T15:12:00Z,DOC,4.602,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-buoy-20170911_195715
D05,LIRO,LIRO.AOS.buoy.c1,2017-08-28T15:12:00Z,TOC,4.598,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-buoy-20170911_195715
D05,LIRO,LIRO.AOS.buoy.c1,2017-08-28T15:12:00Z,Fe,0.0465,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-buoy-20170911_195715
D05,LIRO,LIRO.AOS.buoy.c1,2017-08-28T15:12:00Z,UV Absorbance (254 nm),0.1085,NA,GOOD,2017-08-28,-14,LIRO-buoy-20170911_195715
D05,LIRO,LIRO.AOS.buoy.c1,2017-08-28T15:12:00Z,UV Absorbance (280 nm),0.0734,NA,GOOD,2017-08-28,-14,LIRO-buoy-20170911_195715
D05,LIRO,LIRO.AOS.inlet,2017-08-28T14:30:00Z,TSS,0,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-inle-20170911_200100
D05,LIRO,LIRO.AOS.inlet,2017-08-28T14:30:00Z,TDS,9.1,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-inle-20170911_200100
D05,LIRO,LIRO.AOS.inlet,2017-08-28T14:30:00Z,DOC,4.494,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-inle-20170911_200100
D05,LIRO,LIRO.AOS.inlet,2017-08-28T14:30:00Z,TOC,4.807,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-inle-20170911_200100
D05,LIRO,LIRO.AOS.inlet,2017-08-28T14:30:00Z,Fe,0.0615,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-inle-20170911_200100
D05,LIRO,LIRO.AOS.inlet,2017-08-28T14:30:00Z,UV Absorbance (254 nm),0.1114,NA,GOOD,2017-08-28,-14,LIRO-inle-20170911_200100
D05,LIRO,LIRO.AOS.inlet,2017-08-28T14:30:00Z,UV Absorbance (280 nm),0.0745,NA,GOOD,2017-08-28,-14,LIRO-inle-20170911_200100
D05,LIRO,LIRO.AOS.outlet,2017-08-28T15:34:00Z,TSS,0,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-outl-20170911_201126
D05,LIRO,LIRO.AOS.outlet,2017-08-28T15:34:00Z,TDS,8.4,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-outl-20170911_201126
D05,LIRO,LIRO.AOS.outlet,2017-08-28T15:34:00Z,DOC,4.447,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-outl-20170911_201126
D05,LIRO,LIRO.AOS.outlet,2017-08-28T15:34:00Z,TOC,4.751,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-outl-20170911_201126
D05,LIRO,LIRO.AOS.outlet,2017-08-28T15:34:00Z,Fe,0.0325,milligramsPerLiter,GOOD,2017-08-28,-14,LIRO-outl-20170911_201126
D05,LIRO,LIRO.AOS.outlet,2017-08-28T15:34:00Z,UV Absorbance (254 nm),0.1091,NA,GOOD,2017-08-28,-14,LIRO-outl-20170911_201126
D05,LIRO,LIRO.AOS.outlet,2017-08-28T15:34:00Z,UV Absorbance (280 nm),0.074,NA,GOOD,2017-08-28,-14,LIRO-outl-20170911_201126
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,TSS,2,milligramsPerLiter,GOOD,2017-11-06,-1014,LIRO-outl-20200816_150613
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,TDS,19.5,milligramsPerLiter,GOOD,2017-11-06,-1014,LIRO-outl-20200816_150613
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,DOC,3.915,milligramsPerLiter,GOOD,2017-11-06,-1014,LIRO-outl-20200816_150613
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,TOC,4.158,milligramsPerLiter,GOOD,2017-11-06,-1014,LIRO-outl-20200816_150613
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-06,-1014,LIRO-outl-20200816_150613
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,UV Absorbance (254 nm),0.1061,NA,GOOD,2017-11-06,-1014,LIRO-outl-20200816_150613
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,UV Absorbance (280 nm),0.0711,NA,GOOD,2017-11-06,-1014,LIRO-outl-20200816_150613
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,TSS,2,milligramsPerLiter,GOOD,2017-11-06,-1014,LIRO-outl-20200816_152317
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,TDS,19.5,milligramsPerLiter,GOOD,2017-11-06,-1014,LIRO-outl-20200816_152317
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,DOC,3.915,milligramsPerLiter,GOOD,2017-11-06,-1014,LIRO-outl-20200816_152317
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,TOC,4.158,milligramsPerLiter,GOOD,2017-11-06,-1014,LIRO-outl-20200816_152317
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-06,-1014,LIRO-outl-20200816_152317
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,UV Absorbance (254 nm),0.1061,NA,GOOD,2017-11-06,-1014,LIRO-outl-20200816_152317
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,UV Absorbance (280 nm),0.0711,NA,GOOD,2017-11-06,-1014,LIRO-outl-20200816_152317
D05,LIRO,LIRO.AOS.buoy.c0,2020-03-03T19:05:00Z,TSS,0,milligramsPerLiter,OK,2020-03-03,-166,LIRO-buoy-20200816_152317
D05,LIRO,LIRO.AOS.buoy.c0,2020-03-03T19:05:00Z,TDS,9.87,milligramsPerLiter,OK,2020-03-03,-166,LIRO-buoy-20200816_152317
D05,LIRO,LIRO.AOS.buoy.c1,2020-08-03T15:39:00Z,DOC,4.352,milligramsPerLiter,OK,2020-08-03,-13,LIRO-buoy-20200816_152317
D05,LIRO,LIRO.AOS.buoy.c1,2020-08-03T15:39:00Z,TOC,4.784,milligramsPerLiter,OK,2020-08-03,-13,LIRO-buoy-20200816_152317
D05,LIRO,LIRO.AOS.buoy.c0,2020-03-03T19:05:00Z,Fe,0.008,milligramsPerLiter,OK,2020-03-03,-166,LIRO-buoy-20200816_152317
D05,LIRO,LIRO.AOS.buoy.c1,2020-08-03T15:39:00Z,UV Absorbance (254 nm),0.1073,NA,OK,2020-08-03,-13,LIRO-buoy-20200816_152317
D05,LIRO,LIRO.AOS.buoy.c1,2020-08-03T15:39:00Z,UV Absorbance (280 nm),0.0673,NA,OK,2020-08-03,-13,LIRO-buoy-20200816_152317
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,TSS,2,milligramsPerLiter,GOOD,2017-11-06,-1014,LIRO-outl-20200816_152652
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,TDS,19.5,milligramsPerLiter,GOOD,2017-11-06,-1014,LIRO-outl-20200816_152652
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,DOC,3.915,milligramsPerLiter,GOOD,2017-11-06,-1014,LIRO-outl-20200816_152652
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,TOC,4.158,milligramsPerLiter,GOOD,2017-11-06,-1014,LIRO-outl-20200816_152652
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-06,-1014,LIRO-outl-20200816_152652
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,UV Absorbance (254 nm),0.1061,NA,GOOD,2017-11-06,-1014,LIRO-outl-20200816_152652
D05,LIRO,LIRO.AOS.outlet,2017-11-06T17:26:00Z,UV Absorbance (280 nm),0.0711,NA,GOOD,2017-11-06,-1014,LIRO-outl-20200816_152652
D05,LIRO,LIRO.AOS.inlet,2017-11-06T16:26:00Z,TSS,2,milligramsPerLiter,GOOD,2017-11-06,-1014,LIRO-inle-20200816_152652
D05,LIRO,LIRO.AOS.inlet,2017-11-06T16:26:00Z,TDS,20.1,milligramsPerLiter,GOOD,2017-11-06,-1014,LIRO-inle-20200816_152652
D05,LIRO,LIRO.AOS.inlet,2017-11-06T16:26:00Z,DOC,NA,milligramsPerLiter,Other,2017-11-06,-1014,LIRO-inle-20200816_152652
D05,LIRO,LIRO.AOS.inlet,2017-11-06T16:26:00Z,TOC,4.172,milligramsPerLiter,GOOD,2017-11-06,-1014,LIRO-inle-20200816_152652
D05,LIRO,LIRO.AOS.inlet,2017-11-06T16:26:00Z,Fe,NA,milligramsPerLiter,Other,2017-11-06,-1014,LIRO-inle-20200816_152652
D05,LIRO,LIRO.AOS.inlet,2017-11-06T16:26:00Z,UV Absorbance (254 nm),NA,NA,Other,2017-11-06,-1014,LIRO-inle-20200816_152652
D05,LIRO,LIRO.AOS.inlet,2017-11-06T16:26:00Z,UV Absorbance (280 nm),NA,NA,Other,2017-11-06,-1014,LIRO-inle-20200816_152652
D05,LIRO,LIRO.AOS.buoy.c0,2020-03-03T19:05:00Z,TSS,0,milligramsPerLiter,OK,2020-03-03,-166,LIRO-buoy-20200816_152652
D05,LIRO,LIRO.AOS.buoy.c0,2020-03-03T19:05:00Z,TDS,9.87,milligramsPerLiter,OK,2020-03-03,-166,LIRO-buoy-20200816_152652
D05,LIRO,LIRO.AOS.buoy.c1,2020-08-03T15:39:00Z,DOC,4.352,milligramsPerLiter,OK,2020-08-03,-13,LIRO-buoy-20200816_152652
D05,LIRO,LIRO.AOS.buoy.c1,2020-08-03T15:39:00Z,TOC,4.784,milligramsPerLiter,OK,2020-08-03,-13,LIRO-buoy-20200816_152652
D05,LIRO,LIRO.AOS.buoy.c0,2020-03-03T19:05:00Z,Fe,0.008,milligramsPerLiter,OK,2020-03-03,-166,LIRO-buoy-20200816_152652
D05,LIRO,LIRO.AOS.buoy.c1,2020-08-03T15:39:00Z,UV Absorbance (254 nm),0.1073,NA,OK,2020-08-03,-13,LIRO-buoy-20200816_152652
D05,LIRO,LIRO.AOS.buoy.c1,2020-08-03T15:39:00Z,UV Absorbance (280 nm),0.0673,NA,OK,2020-08-03,-13,LIRO-buoy-20200816_152652
D09,PRLA,PRLA.AOS.buoy.c0,2017-06-08T14:45:00Z,TSS,32,milligramsPerLiter,GOOD,2017-06-08,-13,PRLA-buoy-20170621_205644
D09,PRLA,PRLA.AOS.buoy.c0,2017-06-08T14:45:00Z,TDS,910.1,milligramsPerLiter,GOOD,2017-06-08,-13,PRLA-buoy-20170621_205644
D09,PRLA,PRLA.AOS.buoy.c0,2017-06-08T14:45:00Z,DOC,29.97,milligramsPerLiter,GOOD,2017-06-08,-13,PRLA-buoy-20170621_205644
D09,PRLA,PRLA.AOS.buoy.c0,2017-06-08T14:45:00Z,TOC,34.12,milligramsPerLiter,GOOD,2017-06-08,-13,PRLA-buoy-20170621_205644
D09,PRLA,PRLA.AOS.buoy.c0,2017-06-08T14:45:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-06-08,-13,PRLA-buoy-20170621_205644
D09,PRLA,PRLA.AOS.buoy.c0,2017-06-08T14:45:00Z,UV Absorbance (254 nm),0.5578,NA,GOOD,2017-06-08,-13,PRLA-buoy-20170621_205644
D09,PRLA,PRLA.AOS.buoy.c0,2017-06-08T14:45:00Z,UV Absorbance (280 nm),0.2876,NA,GOOD,2017-06-08,-13,PRLA-buoy-20170621_205644
D09,PRLA,PRLA.AOS.inlet,2017-06-08T14:10:00Z,TSS,38,milligramsPerLiter,GOOD,2017-06-08,-13,PRLA-inle-20170621_205644
D09,PRLA,PRLA.AOS.inlet,2017-06-08T14:10:00Z,TDS,910.3,milligramsPerLiter,GOOD,2017-06-08,-13,PRLA-inle-20170621_205644
D09,PRLA,PRLA.AOS.inlet,2017-06-08T14:10:00Z,DOC,31.57,milligramsPerLiter,GOOD,2017-06-08,-13,PRLA-inle-20170621_205644
D09,PRLA,PRLA.AOS.inlet,2017-06-08T14:10:00Z,TOC,32.92,milligramsPerLiter,GOOD,2017-06-08,-13,PRLA-inle-20170621_205644
D09,PRLA,PRLA.AOS.inlet,2017-06-08T14:10:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-06-08,-13,PRLA-inle-20170621_205644
D09,PRLA,PRLA.AOS.inlet,2017-06-08T14:10:00Z,UV Absorbance (254 nm),0.563,NA,GOOD,2017-06-08,-13,PRLA-inle-20170621_205644
D09,PRLA,PRLA.AOS.inlet,2017-06-08T14:10:00Z,UV Absorbance (280 nm),0.289,NA,GOOD,2017-06-08,-13,PRLA-inle-20170621_205644
D09,PRLA,PRLA.AOS.outlet,2017-06-08T15:10:00Z,TSS,32,milligramsPerLiter,GOOD,2017-06-08,-13,PRLA-outl-20170621_205644
D09,PRLA,PRLA.AOS.outlet,2017-06-08T15:10:00Z,TDS,910.8,milligramsPerLiter,GOOD,2017-06-08,-13,PRLA-outl-20170621_205644
D09,PRLA,PRLA.AOS.outlet,2017-06-08T15:10:00Z,DOC,31.86,milligramsPerLiter,GOOD,2017-06-08,-13,PRLA-outl-20170621_205644
D09,PRLA,PRLA.AOS.outlet,2017-06-08T15:10:00Z,TOC,34.75,milligramsPerLiter,GOOD,2017-06-08,-13,PRLA-outl-20170621_205644
D09,PRLA,PRLA.AOS.outlet,2017-06-08T15:10:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-06-08,-13,PRLA-outl-20170621_205644
D09,PRLA,PRLA.AOS.outlet,2017-06-08T15:10:00Z,UV Absorbance (254 nm),0.5579,NA,GOOD,2017-06-08,-13,PRLA-outl-20170621_205644
D09,PRLA,PRLA.AOS.outlet,2017-06-08T15:10:00Z,UV Absorbance (280 nm),0.2863,NA,GOOD,2017-06-08,-13,PRLA-outl-20170621_205644
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TSS,6,milligramsPerLiter,GOOD,2017-11-01,133,PRLA-reac-20170621_205644
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TDS,711.8,milligramsPerLiter,GOOD,2017-11-01,133,PRLA-reac-20170621_205644
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,DOC,37.01,milligramsPerLiter,GOOD,2017-11-01,133,PRLA-reac-20170621_205644
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TOC,39.27,milligramsPerLiter,GOOD,2017-11-01,133,PRLA-reac-20170621_205644
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-01,133,PRLA-reac-20170621_205644
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,UV Absorbance (254 nm),0.6392,NA,GOOD,2017-11-01,133,PRLA-reac-20170621_205644
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,UV Absorbance (280 nm),0.3259,NA,GOOD,2017-11-01,133,PRLA-reac-20170621_205644
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,TSS,10,milligramsPerLiter,OK,2019-08-06,11,PRLA-buoy-20190726_151709
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,TDS,744.6,milligramsPerLiter,OK,2019-08-06,11,PRLA-buoy-20190726_151709
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,DOC,35.01,milligramsPerLiter,OK,2019-08-06,11,PRLA-buoy-20190726_151709
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,TOC,36.05,milligramsPerLiter,OK,2019-08-06,11,PRLA-buoy-20190726_151709
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,Fe,0.01,milligramsPerLiter,OK,2019-08-06,11,PRLA-buoy-20190726_151709
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,UV Absorbance (254 nm),0.7538,NA,OK,2019-08-06,11,PRLA-buoy-20190726_151709
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,UV Absorbance (280 nm),0.3852,NA,OK,2019-08-06,11,PRLA-buoy-20190726_151709
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TSS,10,milligramsPerLiter,GOOD,2017-10-19,-645,PRLA-inle-20190726_151709
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TDS,715.6,milligramsPerLiter,GOOD,2017-10-19,-645,PRLA-inle-20190726_151709
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,DOC,36.55,milligramsPerLiter,GOOD,2017-10-19,-645,PRLA-inle-20190726_151709
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TOC,38.93,milligramsPerLiter,GOOD,2017-10-19,-645,PRLA-inle-20190726_151709
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,Fe,0.006,milligramsPerLiter,GOOD,2017-10-19,-645,PRLA-inle-20190726_151709
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,UV Absorbance (254 nm),0.6503,NA,GOOD,2017-10-19,-645,PRLA-inle-20190726_151709
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,UV Absorbance (280 nm),0.3324,NA,GOOD,2017-10-19,-645,PRLA-inle-20190726_151709
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,TSS,8,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-outl-20190726_151709
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,TDS,709.9,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-outl-20190726_151709
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,DOC,38.31,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-outl-20190726_151709
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,TOC,39.07,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-outl-20190726_151709
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-outl-20190726_151709
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,UV Absorbance (254 nm),0.6382,NA,GOOD,2017-11-01,-632,PRLA-outl-20190726_151709
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,UV Absorbance (280 nm),0.3266,NA,GOOD,2017-11-01,-632,PRLA-outl-20190726_151709
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TSS,6,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-reac-20190726_151709
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TDS,711.8,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-reac-20190726_151709
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,DOC,37.01,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-reac-20190726_151709
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TOC,39.27,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-reac-20190726_151709
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-reac-20190726_151709
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,UV Absorbance (254 nm),0.6392,NA,GOOD,2017-11-01,-632,PRLA-reac-20190726_151709
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,UV Absorbance (280 nm),0.3259,NA,GOOD,2017-11-01,-632,PRLA-reac-20190726_151709
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,TSS,10,milligramsPerLiter,OK,2019-08-06,11,PRLA-buoy-20190726_162146
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,TDS,744.6,milligramsPerLiter,OK,2019-08-06,11,PRLA-buoy-20190726_162146
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,DOC,35.01,milligramsPerLiter,OK,2019-08-06,11,PRLA-buoy-20190726_162146
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,TOC,36.05,milligramsPerLiter,OK,2019-08-06,11,PRLA-buoy-20190726_162146
