domanID,siteID,nmdLctn,gdtcDtm,loctype,cellid,cellrow,cellcol,cellx,celly,sensor_zenith,solar_zenith,clouds,flightline,aop_site,crs,flightdate,radfile,gpstime_hrs,rad_flightline
D05,LIRO,LIRO.AOS.inlet,WGS84,inlet,2185931,2476,506,290413.5,5097076.5,5.554161071777344,49.9458760464205,Green (<10%) cloud cover,20170911_200100,LIRO,EPSG:32616,2017-09-11,NEON_D05_LIRO_DP1_20170911_L006-2_radiance,20.070180892944336,L006-2
D05,LIRO,LIRO.AOS.outlet,WGS84,outlet,2295907,644,1683,290621.5,5097670.5,10.991092681884766,51.23842062852538,Green (<10%) cloud cover,20170911_201126,LIRO,EPSG:32616,2017-09-11,NEON_D05_LIRO_DP1_20170911_L001-2_radiance,20.245376586914062,L001-2
D05,LIRO,LIRO.AOS.outlet,WGS84,outlet,2750463,592,2313,290621.5,5097670.5,8.20578384399414,49.56617545734046,Red (> 50%) cloud cover,20200816_150613,LIRO,EPSG:32616,2020-08-16,NEON_D05_LIRO_DP1_20200816_L001-2_radiance,15.082987785339355,L001-2
D05,LIRO,LIRO.AOS.outlet,WGS84,outlet,1927890,2346,300,290621.5,5097670.5,8.856100082397461,46.95192471577515,Red (> 50%) cloud cover,20200816_152317,LIRO,EPSG:32616,2020-08-16,NEON_D05_LIRO_DP1_20200816_L005-1_radiance,15.36872100830078,L005-1
D05,LIRO,LIRO.AOS.buoy.c0,WGS84,buoy.c0,2134972,2598,238,290559.5,5097418.5,11.535748481750488,46.95192471577515,Red (> 50%) cloud cover,20200816_152317,LIRO,EPSG:32616,2020-08-16,NEON_D05_LIRO_DP1_20200816_L005-1_radiance,15.367165565490724,L005-1
D05,LIRO,LIRO.AOS.buoy.c1,WGS84,buoy.c1,2134972,2598,238,290559.5,5097418.5,11.535748481750488,46.95192471577515,Red (> 50%) cloud cover,20200816_152317,LIRO,EPSG:32616,2020-08-16,NEON_D05_LIRO_DP1_20200816_L005-1_radiance,15.367165565490724,L005-1
D05,LIRO,LIRO.AOS.buoy.c2,WGS84,buoy.c2,2134972,2598,238,290559.5,5097418.5,11.535748481750488,46.95192471577515,Red (> 50%) cloud cover,20200816_152317,LIRO,EPSG:32616,2020-08-16,NEON_D05_LIRO_DP1_20200816_L005-1_radiance,15.367165565490724,L005-1
D05,LIRO,LIRO.AOS.outlet,WGS84,outlet,2387595,2449,795,290621.5,5097670.5,15.285711288452148,46.4399492238969,Red (> 50%) cloud cover,20200816_152652,LIRO,EPSG:32616,2020-08-16,NEON_D05_LIRO_DP1_20200816_L006-1_radiance,15.427266120910645,L006-1
D05,LIRO,LIRO.AOS.inlet,WGS84,inlet,2966537,3043,587,290413.5,5097076.5,5.049342632293701,46.4399492238969,Red (> 50%) cloud cover,20200816_152652,LIRO,EPSG:32616,2020-08-16,NEON_D05_LIRO_DP1_20200816_L006-1_radiance,15.430599212646484,L006-1
D05,LIRO,LIRO.AOS.buoy.c0,WGS84,buoy.c0,2633233,2701,733,290559.5,5097418.5,12.495824813842772,46.4399492238969,Red (> 50%) cloud cover,20200816_152652,LIRO,EPSG:32616,2020-08-16,NEON_D05_LIRO_DP1_20200816_L006-1_radiance,15.42866325378418,L006-1
D05,LIRO,LIRO.AOS.buoy.c1,WGS84,buoy.c1,2633233,2701,733,290559.5,5097418.5,12.495824813842772,46.4399492238969,Red (> 50%) cloud cover,20200816_152652,LIRO,EPSG:32616,2020-08-16,NEON_D05_LIRO_DP1_20200816_L006-1_radiance,15.42866325378418,L006-1
D05,LIRO,LIRO.AOS.buoy.c2,WGS84,buoy.c2,2633233,2701,733,290559.5,5097418.5,12.495824813842772,46.4399492238969,Red (> 50%) cloud cover,20200816_152652,LIRO,EPSG:32616,2020-08-16,NEON_D05_LIRO_DP1_20200816_L006-1_radiance,15.42866325378418,L006-1
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,7785765,582,12566,491000.5,5222920.5,8.057340621948242,36.55315572342637,Yellow (10 - 50%) cloud cover,20170621_205644,WOOD,EPSG:32614,2017-06-21,NEON_D09_WOOD_DP1_20170621_L001-1_radiance,20.97466468811035,L001-1
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,8722636,652,12907,491341.5,5222850.5,4.546860694885254,36.55315572342637,Yellow (10 - 50%) cloud cover,20170621_205644,WOOD,EPSG:32614,2017-06-21,NEON_D09_WOOD_DP1_20170621_L001-1_radiance,20.97171211242676,L001-1
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,6099899,456,12454,490888.5,5223046.5,12.354792594909668,36.55315572342637,Yellow (10 - 50%) cloud cover,20170621_205644,WOOD,EPSG:32614,2017-06-21,NEON_D09_WOOD_DP1_20170621_L001-1_radiance,20.97542381286621,L001-1
D09,PRLA,PRLA.AOS.reach,WGS84,reach,8146990,609,12558,490992.5,5222893.5,7.04755163192749,36.55315572342637,Yellow (10 - 50%) cloud cover,20170621_205644,WOOD,EPSG:32614,2017-06-21,NEON_D09_WOOD_DP1_20170621_L001-1_radiance,20.97467613220215,L001-1
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,7785765,582,12566,491000.5,5222920.5,8.057340621948242,36.55315572342637,Yellow (10 - 50%) cloud cover,20170621_205644,WOOD,EPSG:32614,2017-06-21,NEON_D09_WOOD_DP1_20170621_L001-1_radiance,20.97466468811035,L001-1
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,11915431,486,16926,491000.5,5222920.5,3.0053529739379883,49.71098789278397,Green (<10%) cloud cover,20190726_151709,WOOD,EPSG:32614,2019-07-26,NA,NA,NA
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,13633082,556,17267,491341.5,5222850.5,6.525217056274414,49.71098789278397,Green (<10%) cloud cover,20190726_151709,WOOD,EPSG:32614,2019-07-26,NA,NA,NA
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,8824161,360,16814,490888.5,5223046.5,4.637129783630371,49.71098789278397,Green (<10%) cloud cover,20190726_151709,WOOD,EPSG:32614,2019-07-26,NA,NA,NA
D09,PRLA,PRLA.AOS.reach,WGS84,reach,12577814,513,16918,490992.5,5222893.5,4.431024074554443,49.71098789278397,Green (<10%) cloud cover,20190726_151709,WOOD,EPSG:32614,2019-07-26,NA,NA,NA
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,11915431,486,16926,491000.5,5222920.5,3.0053529739379883,49.71098789278397,Green (<10%) cloud cover,20190726_151709,WOOD,EPSG:32614,2019-07-26,NA,NA,NA
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,6370817,6721,257,491000.5,5222920.5,12.678939819335938,39.87219025582482,Green (<10%) cloud cover,20190726_162146,WOOD,EPSG:32614,2019-07-26,NEON_D09_WOOD_DP1_20190726_L017-1_radiance,16.36990737915039,L017-1
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,6437518,6791,598,491341.5,5222850.5,7.927023410797119,39.87219025582482,Green (<10%) cloud cover,20190726_162146,WOOD,EPSG:32614,2019-07-26,NEON_D09_WOOD_DP1_20190726_L017-1_radiance,16.368694305419922,L017-1
D09,PRLA,PRLA.AOS.reach,WGS84,reach,6396405,6748,249,490992.5,5222893.5,13.197504997253418,39.87219025582482,Green (<10%) cloud cover,20190726_162146,WOOD,EPSG:32614,2019-07-26,NEON_D09_WOOD_DP1_20190726_L017-1_radiance,16.36978530883789,L017-1
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,6370817,6721,257,491000.5,5222920.5,12.678939819335938,39.87219025582482,Green (<10%) cloud cover,20190726_162146,WOOD,EPSG:32614,2019-07-26,NEON_D09_WOOD_DP1_20190726_L017-1_radiance,16.36990737915039,L017-1
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,6198561,6903,565,490888.5,5223046.5,8.960389137268066,38.72417289659522,Green (<10%) cloud cover,20190726_163004,WOOD,EPSG:32614,2019-07-26,NEON_D09_WOOD_DP1_20190726_L018-1_radiance,16.50609588623047,L018-1
D09,PRLA,PRLA.AOS.reach,WGS84,reach,6336059,7056,669,490992.5,5222893.5,15.147109031677246,38.72417289659522,Green (<10%) cloud cover,20190726_163004,WOOD,EPSG:32614,2019-07-26,NEON_D09_WOOD_DP1_20190726_L018-1_radiance,16.506649017333984,L018-1
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,16295558,676,16583,491000.5,5222920.5,3.83862566947937,48.787458449187085,Green (<10%) cloud cover,20190727_152346,WOOD,EPSG:32614,2019-07-27,NEON_D09_WOOD_DP1_20190727_L001-1_radiance,15.451248168945312,L001-1
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,17984089,746,16924,491341.5,5222850.5,7.097312927246094,48.787458449187085,Green (<10%) cloud cover,20190727_152346,WOOD,EPSG:32614,2019-07-27,NEON_D09_WOOD_DP1_20190727_L001-1_radiance,15.452839851379396,L001-1
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,13256704,550,16471,490888.5,5223046.5,3.0205235481262207,48.787458449187085,Green (<10%) cloud cover,20190727_152346,WOOD,EPSG:32614,2019-07-27,NEON_D09_WOOD_DP1_20190727_L001-1_radiance,15.450761795043944,L001-1
D09,PRLA,PRLA.AOS.reach,WGS84,reach,16946709,703,16575,490992.5,5222893.5,5.3732075691223145,48.787458449187085,Green (<10%) cloud cover,20190727_152346,WOOD,EPSG:32614,2019-07-27,NEON_D09_WOOD_DP1_20190727_L001-1_radiance,15.451189994812012,L001-1
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,16295558,676,16583,491000.5,5222920.5,3.83862566947937,48.787458449187085,Green (<10%) cloud cover,20190727_152346,WOOD,EPSG:32614,2019-07-27,NEON_D09_WOOD_DP1_20190727_L001-1_radiance,15.451248168945312,L001-1
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,12059783,491,17053,491000.5,5222920.5,1.231030821800232,48.14492880210914,Yellow (10 - 50%) cloud cover,20190730_153032,WOOD,EPSG:32614,2019-07-30,NEON_D09_WOOD_DP1_20190730_L001-1_radiance,15.572430610656738,L001-1
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,13780514,561,17394,491341.5,5222850.5,5.119738578796387,48.14492880210914,Yellow (10 - 50%) cloud cover,20190730_153032,WOOD,EPSG:32614,2019-07-30,NEON_D09_WOOD_DP1_20190730_L001-1_radiance,15.574347496032717,L001-1
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,8962969,365,16941,490888.5,5223046.5,5.712438106536865,48.14492880210914,Yellow (10 - 50%) cloud cover,20190730_153032,WOOD,EPSG:32614,2019-07-30,NEON_D09_WOOD_DP1_20190730_L001-1_radiance,15.571758270263672,L001-1
D09,PRLA,PRLA.AOS.reach,WGS84,reach,12723354,518,17045,490992.5,5222893.5,2.741444826126098,48.14492880210914,Yellow (10 - 50%) cloud cover,20190730_153032,WOOD,EPSG:32614,2019-07-30,NEON_D09_WOOD_DP1_20190730_L001-1_radiance,15.572394371032717,L001-1
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,12059783,491,17053,491000.5,5222920.5,1.231030821800232,48.14492880210914,Yellow (10 - 50%) cloud cover,20190730_153032,WOOD,EPSG:32614,2019-07-30,NEON_D09_WOOD_DP1_20190730_L001-1_radiance,15.572430610656738,L001-1
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,5449755,6442,669,491000.5,5222920.5,13.43766975402832,36.73748739116629,Green (<10%) cloud cover,20200624_161319,WOOD,EPSG:32614,2020-06-24,NEON_D09_WOOD_DP1_20200624_L018-1_radiance,16.31230354309082,L018-1
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,5343047,6316,557,490888.5,5223046.5,7.610476016998291,36.73748739116629,Green (<10%) cloud cover,20200624_161319,WOOD,EPSG:32614,2020-06-24,NEON_D09_WOOD_DP1_20200624_L018-1_radiance,16.313108444213867,L018-1
D09,PRLA,PRLA.AOS.reach,WGS84,reach,5472589,6469,661,490992.5,5222893.5,13.054816246032717,36.73748739116629,Green (<10%) cloud cover,20200624_161319,WOOD,EPSG:32614,2020-06-24,NEON_D09_WOOD_DP1_20200624_L018-1_radiance,16.312122344970703,L018-1
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,5449755,6442,669,491000.5,5222920.5,13.43766975402832,36.73748739116629,Green (<10%) cloud cover,20200624_161319,WOOD,EPSG:32614,2020-06-24,NEON_D09_WOOD_DP1_20200624_L018-1_radiance,16.31230354309082,L018-1
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,6021326,6736,236,491000.5,5222920.5,9.988993644714355,35.64215133899439,Green (<10%) cloud cover,20200624_162051,WOOD,EPSG:32614,2020-06-24,NEON_D09_WOOD_DP1_20200624_L017-1_radiance,16.437692642211914,L017-1
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,6084247,6806,577,491341.5,5222850.5,9.826641082763672,35.64215133899439,Green (<10%) cloud cover,20200624_162051,WOOD,EPSG:32614,2020-06-24,NEON_D09_WOOD_DP1_20200624_L017-1_radiance,16.43809700012207,L017-1
D09,PRLA,PRLA.AOS.reach,WGS84,reach,6045456,6763,228,490992.5,5222893.5,10.40961742401123,35.64215133899439,Green (<10%) cloud cover,20200624_162051,WOOD,EPSG:32614,2020-06-24,NEON_D09_WOOD_DP1_20200624_L017-1_radiance,16.43781089782715,L017-1
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,6021326,6736,236,491000.5,5222920.5,9.988993644714355,35.64215133899439,Green (<10%) cloud cover,20200624_162051,WOOD,EPSG:32614,2020-06-24,NEON_D09_WOOD_DP1_20200624_L017-1_radiance,16.437692642211914,L017-1
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,7177100,6634,194,491341.5,5222850.5,14.68515682220459,34.57377300857884,Green (<10%) cloud cover,20200624_162804,WOOD,EPSG:32614,2020-06-24,NEON_D09_WOOD_DP1_20200624_L016-1_radiance,16.5563907623291,L016-1
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,10482820,479,14142,491000.5,5222920.5,1.1275063753128052,26.833836418706287,Green (<10%) cloud cover,20200624_173036,WOOD,EPSG:32614,2020-06-24,NEON_D09_WOOD_DP1_20200624_L001-1_radiance,17.607770919799805,L001-1
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,12016231,549,14483,491341.5,5222850.5,5.014928817749023,26.833836418706287,Green (<10%) cloud cover,20200624_173036,WOOD,EPSG:32614,2020-06-24,NEON_D09_WOOD_DP1_20200624_L001-1_radiance,17.60590934753418,L001-1
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,7723182,353,14030,490888.5,5223046.5,6.706510543823242,26.833836418706287,Green (<10%) cloud cover,20200624_173036,WOOD,EPSG:32614,2020-06-24,NEON_D09_WOOD_DP1_20200624_L001-1_radiance,17.60833740234375,L001-1
D09,PRLA,PRLA.AOS.reach,WGS84,reach,11074139,506,14134,490992.5,5222893.5,2.1175804138183594,26.833836418706287,Green (<10%) cloud cover,20200624_173036,WOOD,EPSG:32614,2020-06-24,NEON_D09_WOOD_DP1_20200624_L001-1_radiance,17.60780143737793,L001-1
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,10482820,479,14142,491000.5,5222920.5,1.1275063753128052,26.833836418706287,Green (<10%) cloud cover,20200624_173036,WOOD,EPSG:32614,2020-06-24,NEON_D09_WOOD_DP1_20200624_L001-1_radiance,17.607770919799805,L001-1
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,4179642,499,2916,491000.5,5222920.5,3.066519975662231,25.728880051238857,Red (> 50%) cloud cover,20200626_192243,WOOD,EPSG:32614,2020-06-26,NEON_D09_WOOD_DP1_20200626_L001-2_radiance,19.468372344970703,L001-2
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,4767073,569,3257,491341.5,5222850.5,7.324717998504639,25.728880051238857,Red (> 50%) cloud cover,20200626_192243,WOOD,EPSG:32614,2020-06-26,NEON_D09_WOOD_DP1_20200626_L001-2_radiance,19.465993881225582,L001-2
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,3122768,373,2804,490888.5,5223046.5,5.920003890991211,25.728880051238857,Red (> 50%) cloud cover,20200626_192243,WOOD,EPSG:32614,2020-06-26,NEON_D09_WOOD_DP1_20200626_L001-2_radiance,19.469511032104492,L001-2
D09,PRLA,PRLA.AOS.reach,WGS84,reach,4406083,526,2908,490992.5,5222893.5,4.439116477966309,25.728880051238857,Red (> 50%) cloud cover,20200626_192243,WOOD,EPSG:32614,2020-06-26,NEON_D09_WOOD_DP1_20200626_L001-2_radiance,19.46840476989746,L001-2
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,4179642,499,2916,491000.5,5222920.5,3.066519975662231,25.728880051238857,Red (> 50%) cloud cover,20200626_192243,WOOD,EPSG:32614,2020-06-26,NEON_D09_WOOD_DP1_20200626_L001-2_radiance,19.468372344970703,L001-2
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,5652513,430,12879,491000.5,5222920.5,7.972919464111328,29.60469826299193,Green (<10%) cloud cover,20200702_171105,WOOD,EPSG:32614,2020-07-02,NEON_D09_WOOD_DP1_20200702_L001-1_radiance,17.23627471923828,L001-1
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,3996005,304,12767,490888.5,5223046.5,1.8188880681991575,29.60469826299193,Green (<10%) cloud cover,20200702_171105,WOOD,EPSG:32614,2020-07-02,NEON_D09_WOOD_DP1_20200702_L001-1_radiance,17.236282348632812,L001-1
D09,PRLA,PRLA.AOS.reach,WGS84,reach,6007447,457,12871,490992.5,5222893.5,9.396309852600098,29.60469826299193,Green (<10%) cloud cover,20200702_171105,WOOD,EPSG:32614,2020-07-02,NEON_D09_WOOD_DP1_20200702_L001-1_radiance,17.236509323120117,L001-1
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,5652513,430,12879,491000.5,5222920.5,7.972919464111328,29.60469826299193,Green (<10%) cloud cover,20200702_171105,WOOD,EPSG:32614,2020-07-02,NEON_D09_WOOD_DP1_20200702_L001-1_radiance,17.23627471923828,L001-1
D09,PRPO,PRPO.AOS.buoy.c0,WGS84,buoy.c0,10968157,11607,487,480775.5,5219718.5,7.751789093017578,40.84727782612089,Green (<10%) cloud cover,20170619_154940,WOOD,EPSG:32614,2017-06-19,NEON_D09_WOOD_DP1_20170619_L042-1_radiance,15.9134521484375,L042-1
D09,PRPO,PRPO.AOS.inlet,WGS84,inlet,11074850,11720,395,480683.5,5219605.5,3.1093432903289795,40.84727782612089,Green (<10%) cloud cover,20170619_154940,WOOD,EPSG:32614,2017-06-19,NEON_D09_WOOD_DP1_20170619_L042-1_radiance,15.914007186889648,L042-1
D09,PRPO,PRPO.AOS.buoy.c0,WGS84,buoy.c0,10661675,12298,176,480775.5,5219718.5,15.03902530670166,23.74727784138359,Red (> 50%) cloud cover,20170621_183544,WOOD,EPSG:32614,2017-06-21,NEON_D09_WOOD_DP1_20170621_L041-1_radiance,18.68217086791992,L041-1
D09,PRPO,PRPO.AOS.outlet,WGS84,outlet,10621996,12252,379,480978.5,5219764.5,4.664628982543945,23.74727784138359,Red (> 50%) cloud cover,20170621_183544,WOOD,EPSG:32614,2017-06-21,NEON_D09_WOOD_DP1_20170621_L041-1_radiance,18.681659698486328,L041-1
D09,PRPO,PRPO.AOS.outlet,WGS84,outlet,10800439,12722,310,480978.5,5219764.5,4.6264424324035645,36.798280933889366,Green (<10%) cloud cover,20190730_164923,WOOD,EPSG:32614,2019-07-30,NEON_D09_WOOD_DP1_20190730_L041-1_radiance,16.868528366088867,L041-1
D09,PRPO,PRPO.AOS.buoy.c0,WGS84,buoy.c0,9548647,11862,542,480775.5,5219718.5,8.586602210998535,35.61046704269677,Green (<10%) cloud cover,20190730_165932,WOOD,EPSG:32614,2019-07-30,NEON_D09_WOOD_DP1_20190730_L042-1_radiance,16.990623474121094,L042-1
D09,PRPO,PRPO.AOS.inlet,WGS84,inlet,9639520,11975,450,480683.5,5219605.5,3.739548683166504,35.61046704269677,Green (<10%) cloud cover,20190730_165932,WOOD,EPSG:32614,2019-07-30,NEON_D09_WOOD_DP1_20190730_L042-1_radiance,16.990039825439453,L042-1
D09,PRPO,PRPO.AOS.buoy.c0,WGS84,buoy.c0,9846687,11571,617,480775.5,5219718.5,9.11580753326416,42.54511389602676,Green (<10%) cloud cover,20200624_153559,WOOD,EPSG:32614,2020-06-24,NEON_D09_WOOD_DP1_20200624_L042-1_radiance,15.684622764587402,L042-1
D09,PRPO,PRPO.AOS.inlet,WGS84,inlet,9942758,11684,525,480683.5,5219605.5,4.361649036407471,42.54511389602676,Green (<10%) cloud cover,20200624_153559,WOOD,EPSG:32614,2020-06-24,NEON_D09_WOOD_DP1_20200624_L042-1_radiance,15.684042930603027,L042-1
D09,PRPO,PRPO.AOS.buoy.c0,WGS84,buoy.c0,10649581,12442,85,480775.5,5219718.5,15.15418529510498,41.09099711956855,Green (<10%) cloud cover,20200624_154504,WOOD,EPSG:32614,2020-06-24,NEON_D09_WOOD_DP1_20200624_L041-1_radiance,15.874876022338867,L041-1
D09,PRPO,PRPO.AOS.outlet,WGS84,outlet,10610408,12396,288,480978.5,5219764.5,4.136529922485352,41.09099711956855,Green (<10%) cloud cover,20200624_154504,WOOD,EPSG:32614,2020-06-24,NEON_D09_WOOD_DP1_20200624_L041-1_radiance,15.874711990356444,L041-1
D03,SUGG,SUGG.AOS.buoy.c0,WGS84,buoy.c0,6631165,505,3061,401574.5,3284663.5,7.71418571472168,46.446282562472035,Green (<10%) cloud cover,20140507_140657,OSBS,EPSG:32617,2014-05-07,NEON_D03_OSBS_DP1_20140507_L001-1_radiance,14.167866706848145,L001-1
D03,SUGG,SUGG.AOS.outlet,WGS84,outlet,7393605,563,2743,401256.5,3284605.5,10.103779792785645,46.446282562472035,Green (<10%) cloud cover,20140507_140657,OSBS,EPSG:32617,2014-05-07,NEON_D03_OSBS_DP1_20140507_L001-1_radiance,14.169464111328123,L001-1
D03,SUGG,SUGG.AOS.buoy.c0,WGS84,buoy.c0,5336534,6170,349,401574.5,3284663.5,5.045778274536133,26.724552095212516,Green (<10%) cloud cover,20140507_154018,OSBS,EPSG:32617,2014-05-07,NEON_D03_OSBS_DP1_20140507_L021-1_radiance,15.702272415161133,L021-1
D03,SUGG,SUGG.AOS.inlet,WGS84,inlet,5628795,6508,240,401465.5,3284325.5,10.925848960876465,26.724552095212516,Green (<10%) cloud cover,20140507_154018,OSBS,EPSG:32617,2014-05-07,NEON_D03_OSBS_DP1_20140507_L021-1_radiance,15.70405101776123,L021-1
D03,SUGG,SUGG.AOS.inlet,WGS84,inlet,4712580,5644,675,401465.5,3284325.5,13.137755393981934,25.19679890406319,Green (<10%) cloud cover,20140507_154756,OSBS,EPSG:32617,2014-05-07,NEON_D03_OSBS_DP1_20140507_L022-1_radiance,15.847134590148926,L022-1
D03,SUGG,SUGG.AOS.outlet,WGS84,outlet,4478571,5364,466,401256.5,3284605.5,2.404723644256592,25.19679890406319,Green (<10%) cloud cover,20140507_154756,OSBS,EPSG:32617,2014-05-07,NEON_D03_OSBS_DP1_20140507_L022-1_radiance,15.848509788513184,L022-1
D03,SUGG,SUGG.AOS.buoy.c0,WGS84,buoy.c0,6745922,519,3116,401574.5,3284663.5,6.981215000152588,33.89614103908431,Yellow (10 - 50%) cloud cover,20140520_145919,OSBS,EPSG:32617,2014-05-20,NEON_D03_OSBS_DP1_20140520_L001-1_radiance,15.0332670211792,L001-1
D03,SUGG,SUGG.AOS.outlet,WGS84,outlet,7500590,577,2798,401256.5,3284605.5,10.38925552368164,33.89614103908431,Yellow (10 - 50%) cloud cover,20140520_145919,OSBS,EPSG:32617,2014-05-20,NEON_D03_OSBS_DP1_20140520_L001-1_radiance,15.035015106201172,L001-1
D03,SUGG,SUGG.AOS.inlet,WGS84,inlet,5605908,6429,692,401465.5,3284325.5,12.750651359558104,28.345318339885377,Yellow (10 - 50%) cloud cover,20140520_152515,OSBS,EPSG:32617,2014-05-20,NEON_D03_OSBS_DP1_20140520_L022-1_radiance,15.446247100830078,L022-1
D03,SUGG,SUGG.AOS.outlet,WGS84,outlet,5361539,6149,483,401256.5,3284605.5,3.6974494457244873,28.345318339885377,Yellow (10 - 50%) cloud cover,20140520_152515,OSBS,EPSG:32617,2014-05-20,NEON_D03_OSBS_DP1_20140520_L022-1_radiance,15.444989204406738,L022-1
D03,SUGG,SUGG.AOS.buoy.c0,WGS84,buoy.c0,4919282,5336,412,401574.5,3284663.5,4.000842094421387,26.46360643861854,Yellow (10 - 50%) cloud cover,20140520_153408,OSBS,EPSG:32617,2014-05-20,NEON_D03_OSBS_DP1_20140520_L021-1_radiance,15.610268592834473,L021-1
D03,SUGG,SUGG.AOS.inlet,WGS84,inlet,5230809,5674,303,401465.5,3284325.5,10.23256492614746,26.46360643861854,Yellow (10 - 50%) cloud cover,20140520_153408,OSBS,EPSG:32617,2014-05-20,NEON_D03_OSBS_DP1_20140520_L021-1_radiance,15.608363151550291,L021-1
D03,SUGG,SUGG.AOS.buoy.c0,WGS84,buoy.c0,6957022,538,3946,401574.5,3284663.5,6.2374186515808105,16.437067924128296,Red (> 50%) cloud cover,20140520_162436,OSBS,EPSG:32617,2014-05-20,NEON_D03_OSBS_DP1_20140520_L001-2_radiance,16.42281150817871,L001-2
D03,SUGG,SUGG.AOS.outlet,WGS84,outlet,7707688,596,3628,401256.5,3284605.5,9.411876678466797,16.437067924128296,Red (> 50%) cloud cover,20140520_162436,OSBS,EPSG:32617,2014-05-20,NEON_D03_OSBS_DP1_20140520_L001-2_radiance,16.421144485473633,L001-2
D03,SUGG,SUGG.AOS.buoy.c0,WGS84,buoy.c0,8669375,668,3044,401574.5,3284663.5,8.0595855712890625,33.0687526586659,Red (> 50%) cloud cover,20170927_163135,OSBS,EPSG:32617,2017-09-27,NEON_D03_OSBS_DP1_20170927_L001-1_radiance,16.631877899169922,L001-1
D03,SUGG,SUGG.AOS.outlet,WGS84,outlet,9422651,726,2726,401256.5,3284605.5,11.277270317077637,33.0687526586659,Red (> 50%) cloud cover,20170927_163135,OSBS,EPSG:32617,2017-09-27,NEON_D03_OSBS_DP1_20170927_L001-1_radiance,16.63373565673828,L001-1
D03,SUGG,SUGG.AOS.buoy.c0,WGS84,buoy.c0,5580027,5637,387,401574.5,3284663.5,5.275742530822754,31.345003366969163,Red (> 50%) cloud cover,20170927_171031,OSBS,EPSG:32617,2017-09-27,NEON_D03_OSBS_DP1_20170927_L021-1_radiance,17.256540298461914,L021-1
D03,SUGG,SUGG.AOS.inlet,WGS84,inlet,5914538,5975,278,401465.5,3284325.5,10.729028701782228,31.345003366969163,Red (> 50%) cloud cover,20170927_171031,OSBS,EPSG:32617,2017-09-27,NEON_D03_OSBS_DP1_20170927_L021-1_radiance,17.258506774902344,L021-1
D03,SUGG,SUGG.AOS.inlet,WGS84,inlet,6456220,5595,744,401465.5,3284325.5,14.308011054992676,31.315631599594,Red (> 50%) cloud cover,20170927_171735,OSBS,EPSG:32617,2017-09-27,NEON_D03_OSBS_DP1_20170927_L022-1_radiance,17.390207290649414,L022-1
D03,SUGG,SUGG.AOS.outlet,WGS84,outlet,6132891,5315,535,401256.5,3284605.5,5.151235103607178,31.315631599594,Red (> 50%) cloud cover,20170927_171735,OSBS,EPSG:32617,2017-09-27,NEON_D03_OSBS_DP1_20170927_L022-1_radiance,17.391639709472656,L022-1
