domanID,siteID,nmdLctn,gdtcDtm,loctype,cellid,cellrow,cellcol,cellx,celly,radfile,aop_site,crs,gpstime_hrs
D03,FLNT,FLNT.AOS.buoy.c0,WGS84,buoy.c0,20109381,16153,141,744107.5,3452888.5,NEON_D03_JERC_DP1_20170917_L005-1_radiance,JERC,EPSG:32616,-9999
D03,FLNT,FLNT.AOS.buoy.c0,WGS84,buoy.c0,21392268,15953,636,744107.5,3452888.5,NEON_D03_JERC_DP1_20170917_L006-1_radiance,JERC,EPSG:32616,17.8386287689209
D03,FLNT,FLNT.AOS.buoy.c0,WGS84,buoy.c0,18138101,15995,905,744107.5,3452888.5,NEON_D03_JERC_DP1_20170917_L007-1_radiance,JERC,EPSG:32616,14.883594512939451
D03,FLNT,FLNT.AOS.buoy.c0,WGS84,buoy.c0,20030933,16273,101,744107.5,3452888.5,NEON_D03_JERC_DP1_20170918_L005-1_radiance,JERC,EPSG:32616,-9999
D03,FLNT,FLNT.AOS.buoy.c0,WGS84,buoy.c0,21512435,16151,635,744107.5,3452888.5,NEON_D03_JERC_DP1_20170918_L006-1_radiance,JERC,EPSG:32616,17.003265380859375
D03,FLNT,FLNT.AOS.buoy.c0,WGS84,buoy.c0,17316375,16019,917,744107.5,3452888.5,NEON_D03_JERC_DP1_20180916_L007-1_radiance,JERC,EPSG:32616,16.017595291137695
D03,FLNT,FLNT.AOS.buoy.c0,WGS84,buoy.c0,18722285,16424,65,744107.5,3452888.5,NEON_D03_JERC_DP1_20180919_L005-1_radiance,JERC,EPSG:32616,-9999
D03,FLNT,FLNT.AOS.buoy.c0,WGS84,buoy.c0,18385747,15919,457,744107.5,3452888.5,NEON_D03_JERC_DP1_20180919_L006-1_radiance,JERC,EPSG:32616,15.559823036193848
D03,FLNT,FLNT.AOS.buoy.c0,WGS84,buoy.c0,20671916,16239,942,744107.5,3452888.5,NEON_D03_JERC_DP1_20190830_L007-1_radiance,JERC,EPSG:32616,18.36438751220703
D03,FLNT,FLNT.AOS.buoy.c0,WGS84,buoy.c0,24471950,16283,104,744107.5,3452888.5,NEON_D03_JERC_DP1_20190906_L005-1_radiance,JERC,EPSG:32616,-9999
D03,FLNT,FLNT.AOS.buoy.c0,WGS84,buoy.c0,25547972,18676,572,744107.5,3452888.5,NEON_D03_JERC_DP1_20190906_L006-1_radiance,JERC,EPSG:32616,-9999
D03,FLNT,FLNT.AOS.buoy.c0,WGS84,buoy.c0,18152250,16839,886,744107.5,3452888.5,NEON_D03_JERC_DP1_20190906_L007-1_radiance,JERC,EPSG:32616,14.782732009887695
D05,LIRO,LIRO.AOS.outlet,WGS84,outlet,2295907,644,1683,290621.5,5097670.5,NEON_D05_LIRO_DP1_20170911_L001-2_radiance,LIRO,EPSG:32616,20.245376586914062
D05,LIRO,LIRO.AOS.buoy.c0,WGS84,buoy.c0,3194981,896,1621,290559.5,5097418.5,NEON_D05_LIRO_DP1_20170911_L001-2_radiance,LIRO,EPSG:32616,-9999
D05,LIRO,LIRO.AOS.buoy.c1,WGS84,buoy.c1,3194981,896,1621,290559.5,5097418.5,NEON_D05_LIRO_DP1_20170911_L001-2_radiance,LIRO,EPSG:32616,-9999
D05,LIRO,LIRO.AOS.buoy.c2,WGS84,buoy.c2,3194981,896,1621,290559.5,5097418.5,NEON_D05_LIRO_DP1_20170911_L001-2_radiance,LIRO,EPSG:32616,-9999
D05,LIRO,LIRO.AOS.outlet,WGS84,outlet,2464568,2568,248,290621.5,5097670.5,NEON_D05_LIRO_DP1_20170911_L005-2_radiance,LIRO,EPSG:32616,20.01608085632324
D05,LIRO,LIRO.AOS.inlet,WGS84,inlet,3034600,3162,40,290413.5,5097076.5,NEON_D05_LIRO_DP1_20170911_L005-2_radiance,LIRO,EPSG:32616,-9999
D05,LIRO,LIRO.AOS.buoy.c0,WGS84,buoy.c0,2706426,2820,186,290559.5,5097418.5,NEON_D05_LIRO_DP1_20170911_L005-2_radiance,LIRO,EPSG:32616,20.017559051513672
D05,LIRO,LIRO.AOS.buoy.c1,WGS84,buoy.c1,2706426,2820,186,290559.5,5097418.5,NEON_D05_LIRO_DP1_20170911_L005-2_radiance,LIRO,EPSG:32616,20.017559051513672
D05,LIRO,LIRO.AOS.buoy.c2,WGS84,buoy.c2,2706426,2820,186,290559.5,5097418.5,NEON_D05_LIRO_DP1_20170911_L005-2_radiance,LIRO,EPSG:32616,20.017559051513672
D05,LIRO,LIRO.AOS.outlet,WGS84,outlet,1661637,1882,714,290621.5,5097670.5,NEON_D05_LIRO_DP1_20170911_L006-2_radiance,LIRO,EPSG:32616,-9999
D05,LIRO,LIRO.AOS.inlet,WGS84,inlet,2185931,2476,506,290413.5,5097076.5,NEON_D05_LIRO_DP1_20170911_L006-2_radiance,LIRO,EPSG:32616,20.070180892944336
D05,LIRO,LIRO.AOS.buoy.c0,WGS84,buoy.c0,1884091,2134,652,290559.5,5097418.5,NEON_D05_LIRO_DP1_20170911_L006-2_radiance,LIRO,EPSG:32616,-9999
D05,LIRO,LIRO.AOS.buoy.c1,WGS84,buoy.c1,1884091,2134,652,290559.5,5097418.5,NEON_D05_LIRO_DP1_20170911_L006-2_radiance,LIRO,EPSG:32616,-9999
D05,LIRO,LIRO.AOS.buoy.c2,WGS84,buoy.c2,1884091,2134,652,290559.5,5097418.5,NEON_D05_LIRO_DP1_20170911_L006-2_radiance,LIRO,EPSG:32616,-9999
D05,LIRO,LIRO.AOS.outlet,WGS84,outlet,2750463,592,2313,290621.5,5097670.5,NEON_D05_LIRO_DP1_20200816_L001-2_radiance,LIRO,EPSG:32616,15.082987785339355
D05,LIRO,LIRO.AOS.buoy.c0,WGS84,buoy.c0,3922201,844,2251,290559.5,5097418.5,NEON_D05_LIRO_DP1_20200816_L001-2_radiance,LIRO,EPSG:32616,-9999
D05,LIRO,LIRO.AOS.buoy.c1,WGS84,buoy.c1,3922201,844,2251,290559.5,5097418.5,NEON_D05_LIRO_DP1_20200816_L001-2_radiance,LIRO,EPSG:32616,-9999
D05,LIRO,LIRO.AOS.buoy.c2,WGS84,buoy.c2,3922201,844,2251,290559.5,5097418.5,NEON_D05_LIRO_DP1_20200816_L001-2_radiance,LIRO,EPSG:32616,-9999
D05,LIRO,LIRO.AOS.outlet,WGS84,outlet,1927890,2346,300,290621.5,5097670.5,NEON_D05_LIRO_DP1_20200816_L005-1_radiance,LIRO,EPSG:32616,15.36872100830078
D05,LIRO,LIRO.AOS.inlet,WGS84,inlet,2415950,2940,92,290413.5,5097076.5,NEON_D05_LIRO_DP1_20200816_L005-1_radiance,LIRO,EPSG:32616,-9999
D05,LIRO,LIRO.AOS.buoy.c0,WGS84,buoy.c0,2134972,2598,238,290559.5,5097418.5,NEON_D05_LIRO_DP1_20200816_L005-1_radiance,LIRO,EPSG:32616,15.367165565490724
D05,LIRO,LIRO.AOS.buoy.c1,WGS84,buoy.c1,2134972,2598,238,290559.5,5097418.5,NEON_D05_LIRO_DP1_20200816_L005-1_radiance,LIRO,EPSG:32616,15.367165565490724
D05,LIRO,LIRO.AOS.buoy.c2,WGS84,buoy.c2,2134972,2598,238,290559.5,5097418.5,NEON_D05_LIRO_DP1_20200816_L005-1_radiance,LIRO,EPSG:32616,15.367165565490724
D05,LIRO,LIRO.AOS.outlet,WGS84,outlet,2387595,2449,795,290621.5,5097670.5,NEON_D05_LIRO_DP1_20200816_L006-1_radiance,LIRO,EPSG:32616,15.427266120910645
D05,LIRO,LIRO.AOS.inlet,WGS84,inlet,2966537,3043,587,290413.5,5097076.5,NEON_D05_LIRO_DP1_20200816_L006-1_radiance,LIRO,EPSG:32616,15.430599212646484
D05,LIRO,LIRO.AOS.buoy.c0,WGS84,buoy.c0,2633233,2701,733,290559.5,5097418.5,NEON_D05_LIRO_DP1_20200816_L006-1_radiance,LIRO,EPSG:32616,15.42866325378418
D05,LIRO,LIRO.AOS.buoy.c1,WGS84,buoy.c1,2633233,2701,733,290559.5,5097418.5,NEON_D05_LIRO_DP1_20200816_L006-1_radiance,LIRO,EPSG:32616,15.42866325378418
D05,LIRO,LIRO.AOS.buoy.c2,WGS84,buoy.c2,2633233,2701,733,290559.5,5097418.5,NEON_D05_LIRO_DP1_20200816_L006-1_radiance,LIRO,EPSG:32616,15.42866325378418
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,7785765,582,12566,491000.5,5222920.5,NEON_D09_WOOD_DP1_20170621_L001-1_radiance,WOOD,EPSG:32614,20.97466468811035
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,8722636,652,12907,491341.5,5222850.5,NEON_D09_WOOD_DP1_20170621_L001-1_radiance,WOOD,EPSG:32614,20.97171211242676
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,6099899,456,12454,490888.5,5223046.5,NEON_D09_WOOD_DP1_20170621_L001-1_radiance,WOOD,EPSG:32614,20.97542381286621
D09,PRLA,PRLA.AOS.reach,WGS84,reach,8146990,609,12558,490992.5,5222893.5,NEON_D09_WOOD_DP1_20170621_L001-1_radiance,WOOD,EPSG:32614,20.97467613220215
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,7785765,582,12566,491000.5,5222920.5,NEON_D09_WOOD_DP1_20170621_L001-1_radiance,WOOD,EPSG:32614,20.97466468811035
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,11657188,500,16017,491000.5,5222920.5,NEON_D09_WOOD_DP1_20170626_L001-1_radiance,WOOD,EPSG:32614,15.555950164794922
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,13290559,570,16358,491341.5,5222850.5,NEON_D09_WOOD_DP1_20170626_L001-1_radiance,WOOD,EPSG:32614,15.557806015014648
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,8717622,374,15905,490888.5,5223046.5,NEON_D09_WOOD_DP1_20170626_L001-1_radiance,WOOD,EPSG:32614,15.55541706085205
D09,PRLA,PRLA.AOS.reach,WGS84,reach,12287063,527,16009,490992.5,5222893.5,NEON_D09_WOOD_DP1_20170626_L001-1_radiance,WOOD,EPSG:32614,15.55590534210205
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,11657188,500,16017,491000.5,5222920.5,NEON_D09_WOOD_DP1_20170626_L001-1_radiance,WOOD,EPSG:32614,15.555950164794922
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,6020016,6523,210,491341.5,5222850.5,NEON_D09_WOOD_DP1_20170626_L016-1_radiance,WOOD,EPSG:32614,15.968915939331056
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,6634589,6682,356,491000.5,5222920.5,NEON_D09_WOOD_DP1_20170626_L017-1_radiance,WOOD,EPSG:32614,16.08089828491211
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,6704440,6752,697,491341.5,5222850.5,NEON_D09_WOOD_DP1_20170626_L017-1_radiance,WOOD,EPSG:32614,16.0810604095459
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,6509359,6556,244,490888.5,5223046.5,NEON_D09_WOOD_DP1_20170626_L017-1_radiance,WOOD,EPSG:32614,16.080202102661133
D09,PRLA,PRLA.AOS.reach,WGS84,reach,6661392,6709,348,490992.5,5222893.5,NEON_D09_WOOD_DP1_20170626_L017-1_radiance,WOOD,EPSG:32614,16.08102035522461
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,6634589,6682,356,491000.5,5222920.5,NEON_D09_WOOD_DP1_20170626_L017-1_radiance,WOOD,EPSG:32614,16.08089828491211
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,6385290,6496,705,491000.5,5222920.5,NEON_D09_WOOD_DP1_20170626_L018-1_radiance,WOOD,EPSG:32614,16.18648338317871
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,6261320,6370,593,490888.5,5223046.5,NEON_D09_WOOD_DP1_20170626_L018-1_radiance,WOOD,EPSG:32614,16.187095642089844
D09,PRLA,PRLA.AOS.reach,WGS84,reach,6411823,6523,697,490992.5,5222893.5,NEON_D09_WOOD_DP1_20170626_L018-1_radiance,WOOD,EPSG:32614,16.18633460998535
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,6385290,6496,705,491000.5,5222920.5,NEON_D09_WOOD_DP1_20170626_L018-1_radiance,WOOD,EPSG:32614,16.18648338317871
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,17165880,737,16344,491000.5,5222920.5,NEON_D09_WOOD_DP1_20190726_L001-1_radiance,WOOD,EPSG:32614,22.15721893310547
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,18797291,807,16685,491341.5,5222850.5,NEON_D09_WOOD_DP1_20190726_L001-1_radiance,WOOD,EPSG:32614,22.155447006225582
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,14229842,611,16232,490888.5,5223046.5,NEON_D09_WOOD_DP1_20190726_L001-1_radiance,WOOD,EPSG:32614,22.15779685974121
D09,PRLA,PRLA.AOS.reach,WGS84,reach,17794999,764,16336,490992.5,5222893.5,NEON_D09_WOOD_DP1_20190726_L001-1_radiance,WOOD,EPSG:32614,22.157236099243164
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,17165880,737,16344,491000.5,5222920.5,NEON_D09_WOOD_DP1_20190726_L001-1_radiance,WOOD,EPSG:32614,22.15721893310547
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,9553235,7793,243,491341.5,5222850.5,NEON_D09_WOOD_DP1_20190726_L016-1_radiance,WOOD,EPSG:32614,-9999
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,6370817,6721,257,491000.5,5222920.5,NEON_D09_WOOD_DP1_20190726_L017-1_radiance,WOOD,EPSG:32614,16.36990737915039
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,6437518,6791,598,491341.5,5222850.5,NEON_D09_WOOD_DP1_20190726_L017-1_radiance,WOOD,EPSG:32614,16.368694305419922
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,6251257,6595,145,490888.5,5223046.5,NEON_D09_WOOD_DP1_20190726_L017-1_radiance,WOOD,EPSG:32614,-9999
D09,PRLA,PRLA.AOS.reach,WGS84,reach,6396405,6748,249,490992.5,5222893.5,NEON_D09_WOOD_DP1_20190726_L017-1_radiance,WOOD,EPSG:32614,16.36978530883789
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,6370817,6721,257,491000.5,5222920.5,NEON_D09_WOOD_DP1_20190726_L017-1_radiance,WOOD,EPSG:32614,16.36990737915039
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,6311821,7029,677,491000.5,5222920.5,NEON_D09_WOOD_DP1_20190726_L018-1_radiance,WOOD,EPSG:32614,-9999
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,6198561,6903,565,490888.5,5223046.5,NEON_D09_WOOD_DP1_20190726_L018-1_radiance,WOOD,EPSG:32614,16.50609588623047
D09,PRLA,PRLA.AOS.reach,WGS84,reach,6336059,7056,669,490992.5,5222893.5,NEON_D09_WOOD_DP1_20190726_L018-1_radiance,WOOD,EPSG:32614,16.506649017333984
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,6311821,7029,677,491000.5,5222920.5,NEON_D09_WOOD_DP1_20190726_L018-1_radiance,WOOD,EPSG:32614,-9999
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,16295558,676,16583,491000.5,5222920.5,NEON_D09_WOOD_DP1_20190727_L001-1_radiance,WOOD,EPSG:32614,15.451248168945312
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,17984089,746,16924,491341.5,5222850.5,NEON_D09_WOOD_DP1_20190727_L001-1_radiance,WOOD,EPSG:32614,15.452839851379396
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,13256704,550,16471,490888.5,5223046.5,NEON_D09_WOOD_DP1_20190727_L001-1_radiance,WOOD,EPSG:32614,15.450761795043944
D09,PRLA,PRLA.AOS.reach,WGS84,reach,16946709,703,16575,490992.5,5222893.5,NEON_D09_WOOD_DP1_20190727_L001-1_radiance,WOOD,EPSG:32614,15.451189994812012
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,16295558,676,16583,491000.5,5222920.5,NEON_D09_WOOD_DP1_20190727_L001-1_radiance,WOOD,EPSG:32614,15.451248168945312
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,12059783,491,17053,491000.5,5222920.5,NEON_D09_WOOD_DP1_20190730_L001-1_radiance,WOOD,EPSG:32614,15.572430610656738
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,13780514,561,17394,491341.5,5222850.5,NEON_D09_WOOD_DP1_20190730_L001-1_radiance,WOOD,EPSG:32614,15.574347496032717
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,8962969,365,16941,490888.5,5223046.5,NEON_D09_WOOD_DP1_20190730_L001-1_radiance,WOOD,EPSG:32614,15.571758270263672
D09,PRLA,PRLA.AOS.reach,WGS84,reach,12723354,518,17045,490992.5,5222893.5,NEON_D09_WOOD_DP1_20190730_L001-1_radiance,WOOD,EPSG:32614,15.572394371032717
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,12059783,491,17053,491000.5,5222920.5,NEON_D09_WOOD_DP1_20190730_L001-1_radiance,WOOD,EPSG:32614,15.572430610656738
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,10482820,479,14142,491000.5,5222920.5,NEON_D09_WOOD_DP1_20200624_L001-1_radiance,WOOD,EPSG:32614,17.607770919799805
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,12016231,549,14483,491341.5,5222850.5,NEON_D09_WOOD_DP1_20200624_L001-1_radiance,WOOD,EPSG:32614,17.60590934753418
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,7723182,353,14030,490888.5,5223046.5,NEON_D09_WOOD_DP1_20200624_L001-1_radiance,WOOD,EPSG:32614,17.60833740234375
D09,PRLA,PRLA.AOS.reach,WGS84,reach,11074139,506,14134,490992.5,5222893.5,NEON_D09_WOOD_DP1_20200624_L001-1_radiance,WOOD,EPSG:32614,17.60780143737793
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,10482820,479,14142,491000.5,5222920.5,NEON_D09_WOOD_DP1_20200624_L001-1_radiance,WOOD,EPSG:32614,17.607770919799805
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,7177100,6634,194,491341.5,5222850.5,NEON_D09_WOOD_DP1_20200624_L016-1_radiance,WOOD,EPSG:32614,16.5563907623291
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,6021326,6736,236,491000.5,5222920.5,NEON_D09_WOOD_DP1_20200624_L017-1_radiance,WOOD,EPSG:32614,16.437692642211914
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,6084247,6806,577,491341.5,5222850.5,NEON_D09_WOOD_DP1_20200624_L017-1_radiance,WOOD,EPSG:32614,16.43809700012207
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,5908570,6610,124,490888.5,5223046.5,NEON_D09_WOOD_DP1_20200624_L017-1_radiance,WOOD,EPSG:32614,-9999
D09,PRLA,PRLA.AOS.reach,WGS84,reach,6045456,6763,228,490992.5,5222893.5,NEON_D09_WOOD_DP1_20200624_L017-1_radiance,WOOD,EPSG:32614,16.43781089782715
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,6021326,6736,236,491000.5,5222920.5,NEON_D09_WOOD_DP1_20200624_L017-1_radiance,WOOD,EPSG:32614,16.437692642211914
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,5449755,6442,669,491000.5,5222920.5,NEON_D09_WOOD_DP1_20200624_L018-1_radiance,WOOD,EPSG:32614,16.31230354309082
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,5343047,6316,557,490888.5,5223046.5,NEON_D09_WOOD_DP1_20200624_L018-1_radiance,WOOD,EPSG:32614,16.313108444213867
D09,PRLA,PRLA.AOS.reach,WGS84,reach,5472589,6469,661,490992.5,5222893.5,NEON_D09_WOOD_DP1_20200624_L018-1_radiance,WOOD,EPSG:32614,16.312122344970703
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,5449755,6442,669,491000.5,5222920.5,NEON_D09_WOOD_DP1_20200624_L018-1_radiance,WOOD,EPSG:32614,16.31230354309082
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,4179642,499,2916,491000.5,5222920.5,NEON_D09_WOOD_DP1_20200626_L001-2_radiance,WOOD,EPSG:32614,19.468372344970703
D09,PRLA,PRLA.AOS.inlet,WGS84,inlet,4767073,569,3257,491341.5,5222850.5,NEON_D09_WOOD_DP1_20200626_L001-2_radiance,WOOD,EPSG:32614,19.465993881225582
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,3122768,373,2804,490888.5,5223046.5,NEON_D09_WOOD_DP1_20200626_L001-2_radiance,WOOD,EPSG:32614,19.469511032104492
D09,PRLA,PRLA.AOS.reach,WGS84,reach,4406083,526,2908,490992.5,5222893.5,NEON_D09_WOOD_DP1_20200626_L001-2_radiance,WOOD,EPSG:32614,19.46840476989746
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,4179642,499,2916,491000.5,5222920.5,NEON_D09_WOOD_DP1_20200626_L001-2_radiance,WOOD,EPSG:32614,19.468372344970703
D09,PRLA,PRLA.AOS.buoy.c0,WGS84,buoy.c0,5652513,430,12879,491000.5,5222920.5,NEON_D09_WOOD_DP1_20200702_L001-1_radiance,WOOD,EPSG:32614,17.23627471923828
D09,PRLA,PRLA.AOS.outlet,WGS84,outlet,3996005,304,12767,490888.5,5223046.5,NEON_D09_WOOD_DP1_20200702_L001-1_radiance,WOOD,EPSG:32614,17.236282348632812
D09,PRLA,PRLA.AOS.reach,WGS84,reach,6007447,457,12871,490992.5,5222893.5,NEON_D09_WOOD_DP1_20200702_L001-1_radiance,WOOD,EPSG:32614,17.236509323120117
D09,PRLA,PRLA.AOS.buoy.c1,WGS84,buoy.c1,5652513,430,12879,491000.5,5222920.5,NEON_D09_WOOD_DP1_20200702_L001-1_radiance,WOOD,EPSG:32614,17.23627471923828
D09,PRPO,PRPO.AOS.buoy.c0,WGS84,buoy.c0,10968157,11607,487,480775.5,5219718.5,NEON_D09_WOOD_DP1_20170619_L042-1_radiance,WOOD,EPSG:32614,15.9134521484375
D09,PRPO,PRPO.AOS.inlet,WGS84,inlet,11074850,11720,395,480683.5,5219605.5,NEON_D09_WOOD_DP1_20170619_L042-1_radiance,WOOD,EPSG:32614,15.914007186889648
D09,PRPO,PRPO.AOS.outlet,WGS84,outlet,10924890,11561,690,480978.5,5219764.5,NEON_D09_WOOD_DP1_20170619_L042-1_radiance,WOOD,EPSG:32614,-9999
D09,PRPO,PRPO.AOS.outlet,WGS84,outlet,12382501,11445,93,480978.5,5219764.5,NEON_D09_WOOD_DP1_20170621_L040-1_radiance,WOOD,EPSG:32614,-9999
D09,PRPO,PRPO.AOS.buoy.c0,WGS84,buoy.c0,10661675,12298,176,480775.5,5219718.5,NEON_D09_WOOD_DP1_20170621_L041-1_radiance,WOOD,EPSG:32614,18.68217086791992
D09,PRPO,PRPO.AOS.inlet,WGS84,inlet,10759554,12411,84,480683.5,5219605.5,NEON_D09_WOOD_DP1_20170621_L041-1_radiance,WOOD,EPSG:32614,-9999
D09,PRPO,PRPO.AOS.outlet,WGS84,outlet,10621996,12252,379,480978.5,5219764.5,NEON_D09_WOOD_DP1_20170621_L041-1_radiance,WOOD,EPSG:32614,18.681659698486328
D09,PRPO,PRPO.AOS.buoy.c0,WGS84,buoy.c0,10839290,12768,107,480775.5,5219718.5,NEON_D09_WOOD_DP1_20190730_L041-1_radiance,WOOD,EPSG:32614,-9999
D09,PRPO,PRPO.AOS.inlet,WGS84,inlet,10935135,12881,15,480683.5,5219605.5,NEON_D09_WOOD_DP1_20190730_L041-1_radiance,WOOD,EPSG:32614,-9999
D09,PRPO,PRPO.AOS.outlet,WGS84,outlet,10800439,12722,310,480978.5,5219764.5,NEON_D09_WOOD_DP1_20190730_L041-1_radiance,WOOD,EPSG:32614,16.868528366088867
D09,PRPO,PRPO.AOS.buoy.c0,WGS84,buoy.c0,9548647,11862,542,480775.5,5219718.5,NEON_D09_WOOD_DP1_20190730_L042-1_radiance,WOOD,EPSG:32614,16.990623474121094
D09,PRPO,PRPO.AOS.inlet,WGS84,inlet,9639520,11975,450,480683.5,5219605.5,NEON_D09_WOOD_DP1_20190730_L042-1_radiance,WOOD,EPSG:32614,16.990039825439453
D09,PRPO,PRPO.AOS.outlet,WGS84,outlet,9511820,11816,745,480978.5,5219764.5,NEON_D09_WOOD_DP1_20190730_L042-1_radiance,WOOD,EPSG:32614,-9999
D09,PRPO,PRPO.AOS.buoy.c0,WGS84,buoy.c0,10649581,12442,85,480775.5,5219718.5,NEON_D09_WOOD_DP1_20200624_L041-1_radiance,WOOD,EPSG:32614,15.874876022338867
D09,PRPO,PRPO.AOS.outlet,WGS84,outlet,10610408,12396,288,480978.5,5219764.5,NEON_D09_WOOD_DP1_20200624_L041-1_radiance,WOOD,EPSG:32614,15.874711990356444
D09,PRPO,PRPO.AOS.buoy.c0,WGS84,buoy.c0,9846687,11571,617,480775.5,5219718.5,NEON_D09_WOOD_DP1_20200624_L042-1_radiance,WOOD,EPSG:32614,15.684622764587402
D09,PRPO,PRPO.AOS.inlet,WGS84,inlet,9942758,11684,525,480683.5,5219605.5,NEON_D09_WOOD_DP1_20200624_L042-1_radiance,WOOD,EPSG:32614,15.684042930603027
D09,PRPO,PRPO.AOS.outlet,WGS84,outlet,9807744,11525,820,480978.5,5219764.5,NEON_D09_WOOD_DP1_20200624_L042-1_radiance,WOOD,EPSG:32614,-9999
D09,PRPO,PRPO.AOS.buoy.c0,WGS84,buoy.c0,15166331,12241,971,480775.5,5219718.5,NEON_D09_WOOD_DP1_20200624_L043-1_radiance,WOOD,EPSG:32614,-9999
D09,PRPO,PRPO.AOS.inlet,WGS84,inlet,15306246,12354,879,480683.5,5219605.5,NEON_D09_WOOD_DP1_20200624_L043-1_radiance,WOOD,EPSG:32614,-9999
D09,PRPO,PRPO.AOS.outlet,WGS84,outlet,15109540,12195,1174,480978.5,5219764.5,NEON_D09_WOOD_DP1_20200624_L043-1_radiance,WOOD,EPSG:32614,-9999
D03,SUGG,SUGG.AOS.buoy.c0,WGS84,buoy.c0,6631165,505,3061,401574.5,3284663.5,NEON_D03_OSBS_DP1_20140507_L001-1_radiance,OSBS,EPSG:32617,14.167866706848145
D03,SUGG,SUGG.AOS.outlet,WGS84,outlet,7393605,563,2743,401256.5,3284605.5,NEON_D03_OSBS_DP1_20140507_L001-1_radiance,OSBS,EPSG:32617,14.169464111328123
D03,SUGG,SUGG.AOS.buoy.c0,WGS84,buoy.c0,4926865,5276,15,401574.5,3284663.5,NEON_D03_OSBS_DP1_20140507_L020-1_radiance,OSBS,EPSG:32617,-9999
D03,SUGG,SUGG.AOS.buoy.c0,WGS84,buoy.c0,5336534,6170,349,401574.5,3284663.5,NEON_D03_OSBS_DP1_20140507_L021-1_radiance,OSBS,EPSG:32617,15.702272415161133
D03,SUGG,SUGG.AOS.inlet,WGS84,inlet,5628795,6508,240,401465.5,3284325.5,NEON_D03_OSBS_DP1_20140507_L021-1_radiance,OSBS,EPSG:32617,15.70405101776123
D03,SUGG,SUGG.AOS.outlet,WGS84,outlet,5386386,6228,31,401256.5,3284605.5,NEON_D03_OSBS_DP1_20140507_L021-1_radiance,OSBS,EPSG:32617,-9999
D03,SUGG,SUGG.AOS.buoy.c0,WGS84,buoy.c0,4430459,5306,784,401574.5,3284663.5,NEON_D03_OSBS_DP1_20140507_L022-1_radiance,OSBS,EPSG:32617,-9999
