aop_site,shp,flightlines,kml_color,color,condition
WOOD,PRPO_AOSpts,20170621_183544,ff0000ff,red,bad
WOOD,PRPO_AOSpts,20170619_154940,ff00ff00,green,good
WOOD,PRPO_AOSpts,20190730_164923,ff00ff00,green,good
WOOD,PRPO_AOSpts,20190730_165932,ff00ff00,green,good
WOOD,PRPO_AOSpts,20200624_153559,ff00ff00,green,good
WOOD,PRPO_AOSpts,20200624_154504,ff00ff00,green,good
